uniprot,symbol,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4
Q9NYY8;Q9NYY8-2,FASTKD2,19133,9832,8016,15323
Q9NYZ3,GTSE1,6920,7867,2414,7669
Q9NYZ4;C9JT30;Q9NYZ4-2;Q9NYZ4-3,SIGLEC8,0,0,0,0
Q9NZ01,TECR,379403,324826,262696,373233
Q9NZ08-2;Q9NZ08,ERAP1,248034,194163,239017,214161
Q9NZ09;Q9NZ09-2;Q9NZ09-4;A0A0D9SG79;Q9NZ09-3,UBAP1,41528,26226,19294,26401
Q9NZ32;V9GYX7;G3V2Q5;G3V5Y4;F6S9Y6,ACTR10,56448,71934,54039,43270
Q9NZ43;G8JLK1;M0QYT5;Q9NZ43-2,USE1,30209,24624,11144,49202
Q9NZ45,CISD1,1189611,656886,581956,779276
Q9NZ52;J3KSS7;Q9NZ52-4;Q9NZ52-2;Q9NZ52-3,GGA3,83357,70194,42270,68287
Q9NZ63;A0A087X2F5,C9orf78,85215,97038,24932,58697
Q9NZA1;Q9NZA1-2;Q9NZA1-3,CLIC5,0,4156,0,0
Q9NZB2-6;Q9NZB2;Q9NZB2-4;A0A0C4DG79,FAM120A,221944,153962,108553,135180
Q9NZC3,GDE1,17234,0,0,8034
Q9NZC7;Q9NZC7-2,WWOX,29107,31764,15340,0
Q9NZC9,SMARCAL1,53491,32897,14117,25507
Q9NZD2;F5H0U5,GLTP,334159,237829,157532,203996
Q9NZD4,AHSP,0,0,0,0
Q9NZD8;Q9NZD8-2;H0YMB7;H0YKB0,SPG21,39458,39121,25466,46737
Q9NZE8;D3YTC1;Q9NZE8-2,MRPL35,84073,44134,48232,44471
Q9NZG7;F8WBZ3,NINJ2,0,82863,0,0
Q9NZH8;Q9NZH8-2,IL36G,0,0,0,0
Q9NZI7;Q9NZI7-4,UBP1,10703,11449,6625,6809
Q9NZJ4;Q9NZJ4-2,SACS,2422,1217,1074,834
Q9NZJ5;C9J185;E7ER02,EIF2AK3,0,0,0,2655
Q9NZJ6;Q5T063,COQ3,28881,10467,5130,22338
Q9NZJ7;Q9NZJ7-2;H0Y8C3;F6WFU6,MTCH1,91069,44264,62119,120868
Q9NZJ9;A0A0C4DGJ4;Q96G61;Q8NFP7;F8VRL4;F8VRR0,NUDT4;NUDT11;NUDT10,248427,185699,208019,158743
Q9NZJ9-2;Q9NZJ9-3,NUDT4,202049,5595,5395,94250
Q9NZK5;B4E3Q4;A0A087X0I3;Q9NZK5-2,CECR1,19058,5686,4726,9575
Q9NZL4;Q9NZL4-3;Q9NZL4-2,HSPBP1,242443,141797,76886,127088
Q9NZL9;Q9NZL9-3,MAT2B,1419880,1184896,672616,799548
Q9NZL9-2;Q9NZL9-4,MAT2B,0,4997,0,0
Q9NZM1;Q9NZM1-6;Q9NZM1-2;Q9NZM1-5;H0YD14,MYOF,222,137,124,107
Q9NZM5,GLTSCR2,66779,63846,71137,34574
Q9NZN3;A0A0C4DH83,EHD3,1173020,832635,716368,1000333
Q9NZN5-2;Q9NZN5;E9PMR6,ARHGEF12,2032,1689,0,3147
Q9NZP8,C1RL,0,0,0,0
Q9NZQ3;Q9NZQ3-3;Q9NZQ3-4;Q9NZQ3-2;Q9NZQ3-5,NCKIPSD,11321,8805,2616,5055
Q9NZQ7;Q9NZQ7-3,CD274,0,0,0,4555
Q9NZR1;G5EA42;Q9NZR1-2,TMOD2,8173,9399,7676,7541
Q9NZT1,CALML5,0,13947,28463,129632
Q9NZT2;Q9NZT2-2;A0A0A0MRN5,OGFR,145859,91837,91620,121023
Q9NZU5;Q9NZU5-2;B4DEY6,LMCD1,38351,13833,4528,46948
Q9NZV1,CRIM1,0,0,0,0
Q9NZW5;B8ZZG1;C9J4Q3,MPP6,48216,73539,26403,39493
Q9NZZ3;Q9NZZ3-2,CHMP5,173966,120478,83407,87773
Q9P000;Q9P000-2,COMMD9,311535,262061,184132,95865
Q9P013,CWC15,288132,208917,114167,126850
Q9P015;E5RIZ4;E5RHF4,MRPL15,252325,133083,85380,247152
Q9P016;Q9P016-2,THYN1,490599,363975,213177,347472
Q9P021,CRIPT,69952,29234,21121,15423
Q9P031;F8VNY5,CCDC59,39452,27467,0,0
Q9P032,NDUFAF4,195675,78310,80647,131534
Q9P035;H3BS72;H3BPZ1;Q9P035-2,PTPLAD1,79681,65696,61504,125848
Q9P086;I3L3E8;I3L2Q0,MED11,39389,37209,20416,19911
Q9P0B6,CCDC167,0,0,0,0
Q9P0I2;Q9P0I2-2,EMC3,30946,32858,23833,56263
Q9P0J0;Q9P0J0-2;K7EJE1,NDUFA13,1099123,677877,573578,1047144
Q9P0J1;Q9P0J1-2,PDP1,164500,136193,90197,126065
Q9P0J7,KCMF1,65992,53435,24844,27873
Q9P0K7;Q9P0K7-3;Q9P0K7-2;Q9P0K7-4,RAI14,0,0,3625,15295
Q9P0K8;Q9P0K8-2,FOXJ2,0,817,720,0
Q9P0L0,VAPA,1298224,726141,721424,1547054
Q9P0L0-2,VAPA,0,0,0,7097
Q9P0M2;F5GXD1,AKAP7,8592,15649,5730,0
Q9P0M6;Q5SQT3,H2AFY2,2211,0,30540,9443
Q9P0M9;D6RAN8;H7C5U8,MRPL27,352193,198354,111034,328626
Q9P0N9-4;Q9P0N9;Q9P0N9-3;Q5SZL4,TBC1D7,3915,5502,0,0
Q9P0P0;C9J1C6;F8WBU5;C9J391,RNF181,61068,94905,59914,76800
Q9P0R6;G3V4I5,GSKIP,68929,35329,50344,42833
Q9P0S3;F6WST4,ORMDL1,33732,13324,11249,27933
Q9P0S9,TMEM14C,0,0,44268,0
Q9P0T4,ZNF581,0,0,0,0
Q9P0U1;A0A087WZY2;A6NIV2,TOMM7,283405,180644,198739,74498
Q9P0U3;Q9P0U3-2,SENP1,24265,40873,27277,40390
Q9P0U4;Q9P0U4-2;K7EQ21,CXXC1,36885,31186,16995,12128
Q9P0V3;Q9P0V3-2,SH3BP4,0,0,0,0
Q9P0V8,SLAMF8,0,0,0,0
Q9P0W2;Q9P0W2-2;Q9P0W2-3;K7EJR8,HMG20B,21333,4746,4060,6058
Q9P107,GMIP,228919,148392,118152,147408
Q9P109,GCNT4,0,0,0,0
Q9P126;Q9P126-2,CLEC1B,0,0,0,0
Q9P1F3,ABRACL,3371720,3766764,2355709,1582784
Q9P1Q0;Q9P1Q0-4;Q9P1Q0-2;Q9P1Q0-3,VPS54,3710,0,0,0
Q9P1U0,ZNRD1,10045,28753,11795,9151
Q9P1U1;Q9P1U1-3;Q9P1U1-2,ACTR3B,12922,8551,9568,6970
Q9P1W8;Q9P1W8-2;Q9P1W8-4,SIRPG,0,21518,21980,22569
Q9P1W9;C9J8V9,PIM2,0,0,0,0
Q9P1Z0,ZBTB4,0,0,0,1800
Q9P1Z2;Q9P1Z2-2;Q9P1Z2-3;Q9P1Z2-4,CALCOCO1,11668,8623,3492,5161
Q9P209,CEP72,0,0,0,0
Q9P215,POGK,3861,2748,13313,4499
Q9P219,CCDC88C,9970,5075,3644,3872
Q9P241;Q9P241-2,ATP10D,0,2262,1073,3314
Q9P246-2;Q9P246;H0Y860;H7C5A5;Q9P246-3,STIM2,7309,3888,16142,11133
Q9P253,VPS18,75092,60728,37459,53091
Q9P258,RCC2,1218712,1192105,670534,751867
Q9P260;Q9P260-2;A0A075B785,KIAA1468,5792,5251,2771,8412
Q9P265,DIP2B,53607,51964,28462,35919
Q9P270;D6RIF6,SLAIN2,44886,27879,27640,23431
Q9P275;Q9P275-2;A0A075B784;E9PEW0,USP36,16119,677,1264,2052
Q9P287;Q9P287-3;Q9P287-4,BCCIP,351938,354078,183505,330347
Q9P287-2,BCCIP,9017,0,4332,4667
Q9P291,ARMCX1,22662,40560,47907,30693
Q9P299;J3KRJ9,COPZ2,0,0,0,0
Q9P2A4;Q9P2A4-2,ABI3,235173,157009,127656,160398
Q9P2B2,PTGFRN,0,0,0,0
Q9P2B4;B1AMN7,CTTNBP2NL,21077,4346,5172,1051
Q9P2D1,CHD7,4081,2887,1889,3018
Q9P2D3;Q9P2D3-3,HEATR5B,82230,68324,50947,76974
Q9P2E3,ZNFX1,18932,6428,6437,11250
Q9P2E9-2;Q9P2E9-3,RRBP1,0,0,0,0
Q9P2G1,ANKIB1,0,0,0,0
Q9P2G3;Q9P2G3-2,KLHL14,8123,49053,26878,17194
Q9P2H3-3;Q8IWR1;F5GZP3;H3BRJ5,IFT80;TRIM59,1428,969,1213,0
Q9P2I0,CPSF2,184219,141576,86977,106024
Q9P2J5;Q9P2J5-2,LARS,458728,365278,276684,306753
Q9P2J9,PDP2,0,0,0,3242
Q9P2K3;Q9P2K3-3;Q9P2K3-4;Q9P2K3-2;B4DV59,RCOR3,57888,33145,18804,21218
Q9P2K8;Q9P2K8-2;H0YME5,EIF2AK4,10721,2295,1378,4690
Q9P2M4,TBC1D14,0,0,0,0
Q9P2N5;U3KPZ7,RBM27,113456,71975,57591,60014
Q9P2N6-3;Q9P2N6;Q9P2N6-6;Q9P2N6-5;Q9P2N6-4;Q9P2N6-2;Q9P2N6-8,KANSL3,9933,6237,3964,5673
Q9P2R3;Q9P2R3-2;Q9P2R3-4,ANKFY1,62949,43289,36051,63257
Q9P2R6;B1AKN3;Q9P2R6-2,RERE,1543,2218,2871,986
Q9P2R7;Q9P2R7-2;Q5T9Q5,SUCLA2,484706,390854,227131,244068
Q9P2W1;Q9P2W1-2,PSMC3IP,9714,9661,0,0
Q9P2X0-2;Q9P2X0,DPM3,190963,84186,55032,39590
Q9P2X3;Q9P2X3-2;J3KT25,IMPACT,25817,23156,10866,26068
Q9P2Y5;E9PR71,UVRAG,69259,29838,23440,28564
Q9UBB4;Q9UBB4-2,ATXN10,260077,187029,86347,98105
Q9UBB5,MBD2,246911,198393,193685,175468
Q9UBB6;Q9UBB6-2;Q9UBB6-3,NCDN,26597,10321,13234,19513
Q9UBB9,TFIP11,66529,81206,44637,59023
Q9UBC2-2;Q9UBC2;Q9UBC2-3,EPS15L1,177242,117785,66888,83022
Q9UBD5;Q9UBD5-2;Q9UBD5-3,ORC3,37149,26998,11771,50165
Q9UBE0;Q9UBE0-3;B3KNJ4;Q9UBE0-2;M0QX65,SAE1,738386,740317,415633,406505
Q9UBF2;Q9UBF2-2,COPG2,126315,123625,80244,75349
Q9UBF6;Q9UBF6-4,RNF7,120569,70988,60123,53462
Q9UBG0,MRC2,4613,4125,1321,814
Q9UBG3,CRNN,0,0,0,0
Q9UBH6;Q9UBH6-2,XPR1,0,0,0,0
Q9UBI1;R4GMW6;H0Y4W0;R4GN54,COMMD3;COMMD3-BMI1,68892,30818,30868,23923
Q9UBI6,GNG12,0,0,0,0
Q9UBI9,HECA,10800,10597,7082,22450
Q9UBJ2,ABCD2,10885,0,5529,0
Q9UBK5;Q9UBK5-2,HCST,0,0,0,0
Q9UBK7-2;Q9UNT1-2;B7ZBD5;A8MXF6,RABL2A;RABL2B,24360,24274,19138,13270
Q9UBK8;Q9UBK8-2,MTRR,7928,0,6280,6085
Q9UBL3-3;Q9UBL3;F5H8F7;Q9UBL3-2,ASH2L,173861,155906,114306,127379
Q9UBM7;E9PM00,DHCR7,63729,38105,28493,49717
Q9UBN7;Q9UBN7-2,HDAC6,43830,29383,22200,21447
Q9UBP0;Q9UBP0-3;Q9UBP0-4;Q9UBP0-2,SPAST,48014,21772,17903,39358
Q9UBP6;H0YIH0,METTL1,123496,44463,36996,79399
Q9UBQ0;F8VXU5;Q9UBQ0-2,VPS29,1641751,1261311,911420,1217833
Q9UBQ5;Q9UBQ5-2;K7ERF1;K7ES31;A0A087WVB9;K7EQM4,EIF3K,1580432,918144,357597,489533
Q9UBQ6;C9JEG3;F5GZK1,EXTL2,0,0,0,33560
Q9UBQ7,GRHPR,2414436,2461721,1516985,1039182
Q9UBR2,CTSZ,589786,218707,254084,102255
Q9UBR5;Q9UBR5-3;Q9UBR5-2;Q9UBR5-4;E9PLU7;E9PIV8;A0A087X286;E9PSG2;A0A087WVB3;Q9UBR5-5,CKLF;CKLF-CMTM1,0,0,0,0
Q9UBS0,RPS6KB2,7888,8001,5807,15160
Q9UBS3,DNAJB9,0,0,0,0
Q9UBS4,DNAJB11,351229,390163,206048,194027
Q9UBS8;Q9UBS8-2;D6RA38,RNF14,10066,39753,0,5841
Q9UBT2;Q9UBT2-2,UBA2,770116,596572,374427,430113
Q9UBT6;Q9UBT6-8;Q9UBT6-3,POLK,1753,0,0,0
Q9UBU6,FAM8A1,0,0,11101,0
Q9UBU9;Q9UBU9-2,NXF1,149228,102820,80700,115412
Q9UBV2,SEL1L,17843,14775,28936,34126
Q9UBV7,B4GALT7,14571,11922,0,13410
Q9UBV8,PEF1,257075,226945,95116,97680
Q9UBW7,ZMYM2,3106,7441,6084,8049
Q9UBW8;F5H7C6;F5GYF7;F5H248;F5H4U8,COPS7A,87174,82694,58675,35363
Q9UBX1;H0YD65,CTSF,0,0,0,0
Q9UBX3;Q9UBX3-2,SLC25A10,5423,0,8184,9324
Q9UBY8,CLN8,0,4885,0,0
Q9UDR5;F8WAH1;F8WE53,AASS,5153,8883,0,6414
Q9UDT6-2;Q9UDT6,CLIP2,95734,75123,128612,42138
Q9UDV7,ZNF282,0,0,0,0
Q9UDW1;Q9NZY4;Q9UDW1-2,UQCR10,99138,508128,144720,1045009
Q9UDX5;B5MC22,MTFP1,0,16465,10413,19176
Q9UDY2-3;Q9UDY2-7;Q9UDY2-6;Q9UDY2-4,TJP2,2013,1283,2796,0
Q9UDY4,DNAJB4,2028,1699,562,1120
Q9UDY8-2,MALT1,99919,86634,76267,49556
Q9UEE5,STK17A,6670,6952,3598,6672
Q9UEE9,CFDP1,41693,31280,20068,12642
Q9UEG4,ZNF629,672,658,0,617
Q9UER7;Q9UER7-3;Q9UER7-2;Q9UER7-4;Q9UER7-5,DAXX,51735,38562,38870,32749
Q9UET6;B7Z4K4,FTSJ1,13863,0,10648,9779
Q9UEU0;Q9UEU0-2,VTI1B,81418,50192,18667,87677
Q9UEW3;Q9UEW3-2;C9JKT8,MARCO,0,0,0,0
Q9UEW8;Q9UEW8-2,STK39,113239,86793,84648,105410
Q9UEY8,ADD3,196831,146689,99764,93843
Q9UEY8-2;A0A087WX08,ADD3,0,0,0,0
Q9UFC0,LRWD1,61083,43071,19329,44898
Q9UFG5;E7EP72;K7EK56;Q9UFG5-2,C19orf25,80592,81201,132901,210001
Q9UFN0,NIPSNAP3A,404279,335261,194197,184603
Q9UFW8;C9JUJ0,CGGBP1,557836,325594,347838,594554
Q9UG22,GIMAP2,0,0,0,27548
Q9UG56;H0Y7P7;Q9UG56-2,PISD,15668,41460,8778,16985
Q9UG63;Q9UG63-2;C9JHK9;C9JZV3,ABCF2,342901,269724,215215,251923
Q9UGC7;X6RKB4,MTRF1L,0,0,0,0
Q9UGI8;Q9UGI8-2,TES,1059721,1172040,778501,822320
Q9UGJ0;Q9UGJ0-3;E9PGP6;Q9UGJ0-2,PRKAG2,3988,4334,4416,0
Q9UGJ1;Q9UGJ1-2;H3BPU4,TUBGCP4,13327,15677,9450,13885
Q9UGK8;G3V1B4;E9PR50;E9PMV6;H0YEL8;H0YD20,SERGEF,1347,0,3348,3809
Q9UGL1;Q9UGL1-2;B3KV94,KDM5B,2264,1988,0,0
Q9UGM3;Q9UGM3-9;Q9UGM3-4;Q9UGM3-8;Q9UGM3-2;Q9UGM3-5;Q9UGM3-3;Q9UGM3-7;Q9UGM3-6,DMBT1,0,0,0,0
Q9UGM5;Q9UGM5-2;E9PG08,FETUB,0,0,0,0
Q9UGM6,WARS2,57113,35626,26636,13238
Q9UGN4;Q9UGN4-2;Q9UGN4-3,CD300A,12229,0,0,0
Q9UGN5;Q9UGN5-2;G3V167,PARP2,25142,15652,10581,14986
Q9UGP4;C9JRJ5,LIMD1,79978,67107,60237,75007
Q9UGP8,SEC63,61015,60771,54900,64225
Q9UGQ3;Q9UGQ3-2;F2Z2F6,SLC2A6,3889,7337,4381,5733
Q9UGR2;Q9UGR2-2,ZC3H7B,22777,8068,7795,8954
Q9UGU0;Q9UGU0-2,TCF20,1522,706,1631,1612
Q9UGU5,HMGXB4,0,15186,0,4989
Q9UGV2;Q5TH30;Q9UGV2-2;Q9UGV2-3;F8WBF9,NDRG3,99896,100817,67038,82594
Q9UGY1;V9GYY5,NOL12,24240,0,6061,10264
Q9UH62,ARMCX3,97139,66933,76488,95283
Q9UH65;E7EMB1,SWAP70,2101701,1510137,1021039,1100139
Q9UH73;E5RFQ1;Q9UH73-2;Q9H4W6;Q9H4W6-2,EBF1;EBF3,129027,130776,84905,41756
Q9UH92;Q9UH92-2;Q9UH92-3;K7EID0,MLX,3760,0,0,0
Q9UH99;Q9UH99-2,SUN2,368502,334232,318210,437775
Q9UHA2,SS18L2,0,0,0,0
Q9UHA3;H3BMQ2,RSL24D1,65595,57400,22325,33458
Q9UHA4;Q9UHA4-2,LAMTOR3,296172,413141,270349,207580
Q9UHB4-2;Q9UHB4;Q9UHB4-3;Q9UHB4-4,NDOR1,19078,6111,4070,7043
Q9UHB6-4;Q9UHB6-5,LIMA1,69042,16273,16359,17408
Q9UHB7;Q9UHB7-2,AFF4,18301,0,0,7639
Q9UHB9;Q9UHB9-4;Q9UHB9-2,SRP68,418245,290563,265683,284808
Q9UHC6,CNTNAP2,0,0,0,0
Q9UHC7;Q9UHC7-3;Q9UHC7-2;Q9UHC7-4,MKRN1,10469,4587,3109,3372
Q9UHD1;Q9UHD1-2;E9PHZ2,CHORDC1,744147,521045,363808,394984
Q9UHD2,TBK1,160925,124221,59309,103392
Q9UHD8;Q9UHD8-2;Q9UHD8-7;Q9UHD8-3,9-Sep,0,0,1531,0
Q9UHD8-5,9-Sep,1990368,1582710,1025392,1308171
Q9UHD9,UBQLN2,50743,28636,10932,19439
Q9UHF7;Q9UHF7-3;Q9UHF7-2;E5RJ97;H0YC29;E5RFF3,TRPS1,0,0,0,0
Q9UHG2,PCSK1N,0,0,0,0
Q9UHG3;Q9UHG3-2,PCYOX1,49066,37303,17267,113555
Q9UHI6,DDX20,106723,76036,47846,79113
Q9UHI8,ADAMTS1,1984,0,0,0
Q9UHJ3;Q9UHJ3-2,SFMBT1,2982,0,0,0
Q9UHK0,NUFIP1,3934,3175,7212,5823
Q9UHL4;R4GMR2,DPP7,90743,22418,21877,51385
Q9UHN1,POLG2,17332,11656,9870,25396
Q9UHN6;Q9UHN6-2,TMEM2,7218,17623,6610,6330
Q9UHP3;Q9UHP3-1;Q9UHP3-3,USP25,12053,9139,8960,6807
Q9UHP7;Q9UHP7-6;Q9UHP7-2;Q9UHP7-3;F8WF99;H0YGG6;H0YH49;A0A0C4DG81;Q9UHP7-5,CLEC2D,0,0,0,4811
Q9UHP9,SMPX,0,0,0,0
Q9UHQ4;Q9UHQ4-2;C9JTE9;H7C5E2;B7Z2L0;C9IYK6;H0Y7N8,BCAP29,48840,21887,11094,14098
Q9UHQ9;H7C0R7,CYB5R1,192342,177420,130548,183725
Q9UHR4,BAIAP2L1,0,0,0,0
Q9UHR6,ZNHIT2,7007,2287,1736,0
Q9UHV7,MED13,1359,0,0,2940
Q9UHV9,PFDN2,1090088,607091,330395,669457
Q9UHW5;Q9UHW5-2;Q9UHW5-3,GPN3,12348,9531,7012,11152
Q9UHW9;Q9UHW9-3;Q9UHW9-4;Q9UHW9-5;B3KXX3;H0YMQ9,SLC12A6,13605,10217,5698,11819
Q9UHW9-2;Q9UHW9-6,SLC12A6,0,0,0,0
Q9UHX1-2;Q9UHX1;Q9UHX1-4;Q9UHX1-3;H0YEM1,PUF60,803433,668860,425010,441599
Q9UHX1-6;Q9UHX1-5,PUF60,12116,15611,11156,6171
Q9UHX3;M0R0K5;Q9UHX3-6;Q9UHX3-3;Q9UHX3-2;Q9UHX3-4;Q9UHX3-5,EMR2,0,0,0,1775
Q9UHY1,NRBP1,174801,161167,104997,104203
Q9UHY7;A0A087WTH0;D6RA00;A0A0C4DGY8,ENOPH1,245508,170309,103820,73414
Q9UHY8;Q9UHY8-2;G3V0F5;Q7Z674;F8W6C0,FEZ2;DKFZp779C2259,0,0,0,0
Q9UI08,EVL,0,0,0,0
Q9UI08-2;Q9UI08-3;H0YJN0,EVL,957542,980832,529654,664333
Q9UI09,NDUFA12,441202,182449,146641,402562
Q9UI10;E7ERK9,EIF2B4,149087,108797,82030,129315
Q9UI10-3;Q9UI10-2,EIF2B4,5136,0,0,0
Q9UI12;Q9UI12-2,ATP6V1H,201037,173028,123017,153087
Q9UI15;C9J5W6,TAGLN3,0,0,0,0
Q9UI26;Q9UI26-2;F8WDV0,IPO11,59636,39885,28388,33432
Q9UI30;Q9UI30-2;F5GX77;F5GYQ2,TRMT112,772117,606562,356129,450234
Q9UI43;E9PGN6,FTSJ2,7016,16997,22340,4935
Q9UIA0,CYTH4,7567,0,3944,5350
Q9UIA9,XPO7,220319,197703,118107,115091
Q9UIB8;Q9UIB8-3;Q9UIB8-2;Q9UIB8-5;Q9UIB8-6;Q9UIB8-4,CD84,44782,22835,17487,41029
Q9UIC8;Q9UIC8-2;Q9UIC8-3;I3L4A2,LCMT1,88337,55422,58660,52544
Q9UID3;Q9UID3-2,VPS51,77340,74031,42650,51289
Q9UID6;J3KR68,ZNF639,0,0,0,0
Q9UIF7-2;Q9UIF7;E5KP25;Q9UIF7-5;Q9UIF7-3;E9PM53;Q9UIF7-6;Q9UIF7-4,MUTYH,9930,6379,7168,7189
Q9UIF8;Q9UIF8-4;Q9UIF8-2;Q9UIF8-5;Q9UIF8-3,BAZ2B,737,247,0,0
Q9UIG0;Q9UIG0-2,BAZ1B,153320,96302,91250,137049
Q9UII2,ATPIF1,64656,122900,434742,139140
Q9UII4,HERC5,462,46,0,731
Q9UIJ7;Q9UIJ7-3;Q9UIJ7-2,AK3,660169,441063,260448,259602
Q9UIK4;A0A0A6YYK9;Q9UIK4-2,DAPK2,0,0,1149,1749
Q9UIL8;Q9UIL8-2;H0Y4X7;B4DTX8;J3KR57;X6RH80;A0A087WZ76,PHF11,16801,6306,7417,9403
Q9UIM3,FKBPL,13642,9177,0,19590
Q9UIQ6;Q9UIQ6-3;Q9UIQ6-2,LNPEP,300724,247928,172635,217303
Q9UIS9-9;Q9UIS9;Q9UIS9-5;Q9UIS9-10;A0A0A0MS90;Q9UIS9-8;Q9UIS9-7;Q9UIS9-12;Q9UIS9-4;Q9UIS9-11;Q9UIS9-2;Q9UIS9-6;K7EPZ6,MBD1,13218,23020,7030,49768
Q9UIV1;Q9UIV1-2;E5RGH2;H0YAV9,CNOT7,72897,56091,47085,68537
Q9UIW2,PLXNA1,783,917,952,577
Q9UJ14,GGT7,16404,0,0,4821
Q9UJ68;Q9UJ68-5;Q9UJ68-2;Q9UJ68-3;Q9UJ68-4;E5RIA9,MSRA,15630,114491,73505,71999
Q9UJ70;H7C3G9;Q9UJ70-2;C9JEV6;H7C286,NAGK,1414844,1776605,1004677,1064226
Q9UJ71,CD207,0,0,0,0
Q9UJ83;Q9UJ83-2;Q9UJ83-3;Q9UJ83-4,HACL1,5077,5046,4008,4886
Q9UJA5;Q9UJA5-4;Q9UJA5-2;Q9UJA5-3,TRMT6,111424,75422,27665,46714
Q9UJC3;Q9UJC3-2,HOOK1,25525,10925,0,2096
Q9UJC5,SH3BGRL2,0,0,0,454
Q9UJD0,RIMS3,0,0,0,0
Q9UJG1;Q9UJG1-2;Q9UJG1-3,MOSPD1,0,0,0,0
Q9UJJ9,GNPTG,1961,0,0,3336
Q9UJK0,TSR3,0,0,0,0
Q9UJQ1;Q9UJQ1-2,LAMP5,0,0,0,0
Q9UJS0;Q9UJS0-2,SLC25A13,44165,33969,28422,77124
Q9UJT0;S4R3K3,TUBE1,11551,0,0,0
Q9UJU2;Q9UJU2-5;Q9UJU2-6;Q9UJU2-7;Q9UJU2-3,LEF1,3007,0,0,0
Q9UJU6;H0Y5J4;Q9UJU6-5,DBNL,313,3057,0,651
Q9UJU6-3,DBNL,2029179,1742940,1297880,1248969
Q9UJV9;J3KNN5,DDX41,149671,100924,71633,151728
Q9UJW0;Q9UJW0-3;Q9UJW0-2,DCTN4,109096,78675,67479,66699
Q9UJX2,CDC23,58668,42609,38834,49087
Q9UJX3;Q9UJX3-2,ANAPC7,150931,93856,72872,90655
Q9UJX4;F5H0F9;Q9UJX4-3,ANAPC5,42485,51481,26067,26870
Q9UJX5;Q9UJX5-3;Q9UJX5-2,ANAPC4,25516,26261,17328,15309
Q9UJX6;Q9UJX6-2,ANAPC2,15361,5816,10224,6683
Q9UJY4,GGA2,146465,165781,64650,104574
Q9UJY5;Q9UJY5-4;Q9UJY5-6;Q9UJY5-3;Q9UJY5-2;B0QYR6,GGA1,82222,64897,42730,34499
Q9UJZ1;A0A087WYB4;Q9UJZ1-2,STOML2,709310,575126,328191,389327
Q9UK08,GNG8,336786,209525,99995,179456
Q9UK22,FBXO2,27519,0,8982,11737
Q9UK23;Q9UK23-2;K7EPH3;Q9UK23-3,NAGPA,0,0,0,4159
Q9UK33,ZNF580,0,0,0,0
Q9UK39,CCRN4L,0,0,0,0
Q9UK41;Q9UK41-2;E9PQR7;E9PM90,VPS28,189912,151114,117717,104572
Q9UK45,LSM7,981825,668381,412360,328398
Q9UK59;Q9UK59-2,DBR1,174338,137784,67648,91359
Q9UK61;Q9UK61-3;Q9UK61-4;Q9UK61-2;A0A087X0F1,FAM208A,34137,41084,32768,41569
Q9UK76;Q9UK76-3;Q9UK76-2;J3KT51,HN1,1097764,885862,437945,367525
Q9UK97;Q9UK97-3;Q9UK97-2;C9JDZ9;C9IY65,FBXO9,4627,0,0,4174
Q9UKA4,AKAP11,9985,2984,4442,15789
Q9UKA8;Q9UKA8-2;Q9UKA8-6;Q9UKA8-5,RCAN3,9861,9494,0,0
Q9UKB1;Q9UKB1-2;Q9UKB1-3,FBXW11,35610,11327,10605,24064
Q9UKD1;Q5JTV1,GMEB2,36442,20590,14969,23323
Q9UKD2,MRTO4,469333,426718,263923,350782
Q9UKE5-2;Q9UKE5,TNIK,87713,93027,40472,47601
Q9UKE5-5;Q9UKE5-3,TNIK,0,0,0,0
Q9UKE5-6;Q9UKE5-4,TNIK,0,0,0,0
Q9UKF6;G5E9W3,CPSF3,236286,186326,102155,150474
Q9UKF7,PITPNC1,0,1120,4775,0
Q9UKG1,APPL1,228125,193201,101728,120675
Q9UKI8-5;Q9UKI8-2;Q9UKI8;Q9UKI8-3,TLK1,15617,7200,3053,7734
Q9UKJ1;Q9UKJ1-3;Q9UKJ1-2;C9JJ79,PILRA,0,0,0,0
Q9UKJ3;Q9UKJ3-2,GPATCH8,35007,18063,7711,15190
Q9UKK3,PARP4,57864,24107,27368,46744
Q9UKK6,NXT1,0,0,0,7077
Q9UKK9;A6NFX8;A6NJU6;A6NCQ0,NUDT5,1818214,1402021,909889,784949
Q9UKL6;I3L2M9;I3L3H0;Q9UKL6-2;I3L4Z8,PCTP,31543,19824,0,0
Q9UKM7;H0YGV7,MAN1B1,7822,0,9952,0
Q9UKM9;Q5QPM1,RALY,0,0,0,0
Q9UKM9-2;Q5QPL9;Q5QPM0,RALY,2161547,1813618,1597622,2120642
Q9UKN8,GTF3C4,73716,43198,39222,55937
Q9UKQ2;Q9UKQ2-2;H0YBG8,ADAM28,0,0,0,0
Q9UKR5,C14orf1,31228,58122,48216,64383
Q9UKT4;Q9UKT4-2,FBXO5,2843,2850,0,0
Q9UKT7;C9J0Y7,FBXL3,10878,3615,11254,9790
Q9UKT8;Q9UKT8-2,FBXW2,24906,0,0,6184
