uniprot,symbol,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4
Q9NP64-3;Q9NP64;E7EPF0;A0A087WXF8;Q9NP64-2;A0A087WYV3;A0A087WXU5,ZCCHC17,28854,24816,6521,17597
Q9NP66;H0YKL0,HMG20A,56697,47369,22127,47619
Q9NP72;Q9NP72-2;A0A087X163;H0Y6T8;Q5W0J0;Q9NP72-3,RAB18,324272,261321,214364,244215
Q9NP73;Q9NP73-3,ALG13,4796,5226,9066,5999
Q9NP73-2;A0A096LP10,ALG13,0,0,0,0
Q9NP77,SSU72,126123,152826,79139,104552
Q9NP80;Q9NP80-2;Q9NP80-3;A0A0C4DG51,PNPLA8,9956,14394,18751,7928
Q9NP87;Q9NP87-2;Q9H980;Q6PIY2,POLM,12537,5067,3440,15210
Q9NP92;A0A087WV52,MRPS30,107947,63901,52432,85804
Q9NP97;B1AKR6;Q8TF09,DYNLRB1;DYNLRB2,740414,569627,409679,281831
Q9NP99;Q9NP99-2;Q9NP99-3,TREM1,0,0,0,0
Q9NPA0;H0YDT8;H0YDX2,EMC7,54618,6455,21007,75685
Q9NPA2,MMP25,0,148,517,4555
Q9NPA5;Q9NPA5-2;Q9NTW7-4;Q9NTW7;Q9NTW7-3,ZFP64,4771,0,0,0
Q9NPA8;Q9NPA8-2;E5RHX8,ENY2,517330,228570,214671,285319
Q9NPB8,GPCPD1,30488,23483,18414,27743
Q9NPC7;Q9NPC7-2;Q9NPC7-3,MYNN,0,0,0,0
Q9NPD3;E9PI41,EXOSC4,348107,267523,182686,216583
Q9NPD8,UBE2T,47920,23964,8177,14358
Q9NPE3,NOP10,1780990,1299929,1298450,1137747
Q9NPF0;Q9NPF0-2,CD320,12986,0,0,0
Q9NPF4,OSGEP,330329,316991,252201,200716
Q9NPF5;Q5TG40;Q5TG38;Q5TG39,DMAP1,85995,65263,35478,42973
Q9NPF7,IL23A,0,0,0,0
Q9NPG3;Q9NPG3-2,UBN1,0,0,3291,0
Q9NPG8,ZDHHC4,0,0,0,0
Q9NPH0;X5D289;Q9NPH0-2;A0A087WYU6;A0A0A0MS36;A0A087WW36;V9GZ71,ACP6,9037,7664,1883,0
Q9NPH2;Q9NPH2-3;Q9NPH2-2;J3QS51,ISYNA1;PFKM,54206,9333,27911,1242
Q9NPH3,IL1RAP,2797,2625,0,1519
Q9NPI1;Q9NPI1-2,BRD7,19265,9615,8456,4871
Q9NPI6;Q9NPI6-2,DCP1A,142927,98272,54452,91482
Q9NPJ3;Q9NPJ3-2,ACOT13,716504,365711,295835,453467
Q9NPJ6,MED4,71149,84962,38392,29178
Q9NPJ8,NXT2,0,0,0,0
Q9NPL8;C9JU35,TIMMDC1,33191,27592,23800,30848
Q9NPP4,NLRC4,943,688,201,1212
Q9NPQ8;Q9NPQ8-4;Q9NPQ8-3;Q9NPQ8-2,RIC8A,218626,145454,121893,150395
Q9NPY3,CD93,0,0,0,0
Q9NQ11;Q9NQ11-3,ATP13A2,0,0,0,0
Q9NQ25;B4DW98;Q9NQ25-6;Q9NQ25-2;Q9NQ25-7,SLAMF7,19788,18543,26996,29299
Q9NQ29;Q9NQ29-2;Q9NQ29-3;A8MYV2;B8ZZ10,LUC7L,127515,91669,88591,110454
Q9NQ34;Q9NQ34-2,TMEM9B,0,0,0,0
Q9NQ48;Q9NQ48-2;H7C488;Q9NQ48-3,LZTFL1,92079,61330,34005,38386
Q9NQ50,MRPL40,91962,83775,60977,104893
Q9NQ75;Q9NQ75-2,CASS4,0,430,0,0
Q9NQ88,TIGAR,201972,121611,77662,51945
Q9NQ89,C12orf4,19841,8862,5936,5587
Q9NQ92;J3QRX9;J3QRX4;J3QRX6;H9KV77,COPRS,0,0,6565,8007
Q9NQA3,WASH6P,3004,0,0,0
Q9NQC3;Q9NQC3-4;Q9NQC3-6,RTN4,0,0,1162,321
Q9NQC3-2;F8W914,RTN4,324258,267773,219912,310039
Q9NQC3-3,RTN4,0,19003,11165,0
Q9NQC3-5,RTN4,0,0,0,0
Q9NQC7;Q9NQC7-2;H3BS09;J3KRR7,CYLD;FAM134C,44816,30812,27754,23039
Q9NQE9,HINT3,35817,34281,65796,34011
Q9NQG5,RPRD1B,430044,331631,231467,292182
Q9NQG7-3;Q9NQG7-4;Q9NQG7;F1LLU8;Q9NQG7-2,HPS4,2084,0,0,0
Q9NQH7;Q9NQH7-4;Q9NQH7-2;Q9NQH7-3;Q9NQH7-5,XPNPEP3,22472,12634,5926,12237
Q9NQL2;Q9NQL2-2,RRAGD,0,2739,0,2639
Q9NQP4;E9PQY2,PFDN4,222807,140486,53943,37469
Q9NQQ7;Q9NQQ7-2;Q9NQQ7-3,SLC35C2,0,0,0,0
Q9NQR1;A0A0C4DFR3;Q9NQR1-2;C9JKQ0,SETD8,366695,136650,41113,168792
Q9NQR4;H7C579,NIT2,854787,462723,337527,391825
Q9NQS1,AVEN,43830,16374,34067,46056
Q9NQS5,GPR84,0,0,19935,0
Q9NQS7;Q9NQS7-2,INCENP,7733,11406,4119,6553
Q9NQT4;M0R050,EXOSC5,196224,170243,106150,105568
Q9NQT5;Q9NQT5-2,EXOSC3,195061,188627,111416,97778
Q9NQT8,KIF13B,37676,22960,21157,22637
Q9NQW6;Q9NQW6-2,ANLN,11110,11753,9611,7001
Q9NQW7-3;Q9NQW7;Q9NQW7-4;Q9NQW7-2;Q5T6H7,XPNPEP1,508062,390773,219276,216350
Q9NQX4,MYO5C,21833,30796,21554,44856
Q9NQX7;C9JG41;Q9NQX7-2;Q9NQX7-3;B8ZZM6;F5H4I5;E7EUS6,ITM2C,7068,7637,33999,0
Q9NQY0;H7BYV6;Q9NQY0-2,BIN3,8761,5139,0,0
Q9NQZ2,UTP3,30215,17676,5299,35421
Q9NQZ5,STARD7,32557,9030,9227,13466
Q9NQZ7,ENTPD7,0,0,0,0
Q9NR09,BIRC6,23925,24450,14427,23883
Q9NR12,PDLIM7,59661,59007,25456,42427
Q9NR19;Q9NR19-2,ACSS2,13142,2922,1823,0
Q9NR28;Q9NR28-2;A0A024RBT2;F5H796;Q9NR28-3;F5GX50;F5GYH3;F5GXT8,DIABLO;hCG_1782202,879479,499362,267035,304278
Q9NR30;Q9NR30-2,DDX21,1074071,798674,444429,676518
Q9NR31;Q9NR31-2;H0Y5E8,SAR1A,832635,805886,886690,1024889
Q9NR33,POLE4,0,37146,9940,15455
Q9NR34;A6NGN6;B1AJZ5,MAN1C1,0,3153,1417,0
Q9NR45,NANS,273829,385148,338800,230507
Q9NR50;Q9NR50-3;Q9NR50-2,EIF2B3,152419,133446,102968,108111
Q9NR55,BATF3,0,23150,0,0
Q9NR56-6;Q9NR56-2;Q9NR56-5;Q9NR56-3;Q9NR56-4;Q9NR56-7;H7C4T5,MBNL1,0,0,0,0
Q9NR61,DLL4,0,0,0,0
Q9NR77;F5H4N4,PXMP2,11401,9767,22442,24480
Q9NR97;Q9NR97-2,TLR8,0,171,0,278
Q9NRA1;Q9NRA1-4,PDGFC,0,0,0,0
Q9NRA2;Q9NRA2-2,SLC17A5,0,0,0,1991
Q9NRA8;Q9NRA8-3;B1AKL4,EIF4ENIF1,23122,22981,11603,11895
Q9NRB3,CHST12,0,0,0,0
Q9NRC8;Q9NRC8-3,SIRT7,0,0,0,0
Q9NRD1;J3KQ72,FBXO6,43291,25467,0,18148
Q9NRF8,CTPS2,46890,26504,23623,22477
Q9NRF9,POLE3,163205,386819,153886,77998
Q9NRG0;E5RGS9,CHRAC1,216599,144251,78503,105935
Q9NRG1;Q9NRG1-2,PRTFDC1,0,0,0,0
Q9NRG4;Q9NRG4-2,SMYD2,6000,3343,1536,0
Q9NRG7-2;Q9NRG7;G3V5T1;Q86TZ5;F6RWC2,SDR39U1,126652,125541,86917,142989
Q9NRG9;Q9NRG9-2;F8VZ44;H3BU82,AAAS,69121,51481,44503,92107
Q9NRH2;E7EUC4,SNRK,2387,4673,3341,4161
Q9NRK6,ABCB10,37341,19859,22859,29910
Q9NRL2;Q9NRL2-2,BAZ1A,27146,16084,13034,21439
Q9NRL3;Q9NRL3-3,STRN4,46821,16416,19950,26878
Q9NRM0;Q9NRM0-2,SLC2A9,0,0,0,0
Q9NRN7;E9PLW6,AASDHPPT,216241,131906,95429,150292
Q9NRN9;B8ZZE3;B8ZZC8;B8ZZY8;H7C0M7;E7EMN2,METTL5,1245773,303136,179386,401107
Q9NRP2;H3BPP2,CMC2,57811,23085,15961,22319
Q9NRP4,ACN9,0,0,0,0
Q9NRR3;D6REL0,CDC42SE2,361861,294394,230772,211110
Q9NRR4;Q9NRR4-2;Q9NRR4-4;Q9NRR4-3,DROSHA,4855,1013,1130,905
Q9NRR5,UBQLN4,43712,45965,29248,27005
Q9NRR8,CDC42SE1,0,0,0,0
Q9NRS6;Q9NRS6-2;E9PMW6;E9PK26,SNX15,80120,48857,21021,34721
Q9NRV9;F5GWX2,HEBP1,65805,73763,23743,53204
Q9NRW1;Q9NRW1-2;J3KR73,RAB6B,0,0,0,0
Q9NRW3,APOBEC3C,373832,442068,253049,378795
Q9NRW4;Q9NRW4-2,DUSP22,57080,18639,24240,65539
Q9NRW7;A0A087WU65;Q9NRW7-2;Q5T4Q0,VPS45,73793,53994,56218,70731
Q9NRX1;F8WBJ6,PNO1,200155,190523,312009,221025
Q9NRX2;E9PKV2,MRPL17,207479,103771,98203,191031
Q9NRX4;Q9NRX4-2,PHPT1,275261,292882,160715,187212
Q9NRX5,SERINC1,0,2511,0,0
Q9NRY2,INIP,246269,99712,66722,48976
Q9NRY4;A2RRE5,ARHGAP35;GRLF1,1174,4252,3036,2446
Q9NRY5;E7ESJ7,FAM114A2,169833,88052,91799,107109
Q9NRY6;I3NI29;I3L3X5;I3L161,PLSCR3;TMEM256-PLSCR3,11523,10166,7894,8172
Q9NRZ5;Q9NRZ5-2,AGPAT4,7813,4719,3476,4569
Q9NRZ7;Q9NRZ7-2;Q9NRZ7-3,AGPAT3,40881,28901,22766,41927
Q9NS00;Q9NS00-2,C1GALT1,0,0,3937,6744
Q9NS23;Q9NS23-2;Q9NS23-5;Q9NS23-4;Q9NS23-3,RASSF1,3540,1612,3077,0
Q9NS28,RGS18,0,0,0,0
Q9NS56;Q9NS56-2,TOPORS,0,0,0,0
Q9NS69,TOMM22,1244264,725291,476913,621334
Q9NS84,CHST7,0,0,0,0
Q9NS86,LANCL2,112628,81659,38477,22395
Q9NS87;Q9NS87-2;Q9NS87-4;C9JKA9;D6RCT7,KIF15,22471,14099,4812,11721
Q9NS91;F8WE49,RAD18,7784,10915,2619,6703
Q9NS93,TM7SF3,5432,2050,3145,4135
Q9NSA3,CTNNBIP1,15665,0,0,0
Q9NSB8-2;Q9NSB8,HOMER2,0,0,0,0
Q9NSC5;Q9NSC5-2;Q9NSC5-5,HOMER3,6435,0,0,0
Q9NSD9;Q9NSD9-2,FARSB,987494,1042149,518122,703991
Q9NSE2;Q9NSE2-3;Q9NSE2-2,CISH,0,0,96684,0
Q9NSE4,IARS2,367609,248205,165406,281239
Q9NSG2;Q9NSG2-2;Q9NSG2-3,C1orf112,0,0,0,0
Q9NSI2;Q9NSI2-2;C9JJU7,FAM207A,46459,26041,18525,26277
Q9NSI8,SAMSN1,68054,45262,25259,45743
Q9NSK0;Q9NSK0-5,KLC4,18239,19462,11809,10975
Q9NSP4;B1AHQ6;Q9NSP4-4,CENPM,117448,105698,81655,54281
Q9NSU2-3;Q9NSU2;Q9NSU2-2;C9J052,TREX1,31992,26411,18754,116676
Q9NSV4;Q9NSV4-4;Q9NSV4-5;Q9NSV4-6;Q9NSV4-7;Q9NSV4-1,DIAPH3,2162,2523,1342,1588
Q9NSY0;Q9NSY0-2,NRBP2,0,0,0,0
Q9NSY1;Q9NSY1-2;Q9NSY1-3;H0Y9P1,BMP2K,63204,64023,27321,55235
Q9NSY2,STARD5,0,1432,0,0
Q9NT62;Q9NT62-2,ATG3,271791,211297,118304,122891
Q9NTG7;E9PK80;E9PM75;E9PN58;Q9NTG7-2,SIRT3,27269,13987,0,23141
Q9NTI5;Q9NTI5-2,PDS5B,175196,162974,119318,139948
Q9NTJ3;E9PD53;Q9NTJ3-2,SMC4,168062,188970,111015,112742
Q9NTJ4;Q9NTJ4-2;Q9NTJ4-4;Q9NTJ4-3,MAN2C1,18129,39045,11687,10460
Q9NTJ5;Q9NTJ5-2,SACM1L,242336,210977,194472,382750
Q9NTM9;A0A0B4J226,CUTC,276009,224570,125903,244900
Q9NTN3;Q9NTN3-2,SLC35D1,0,0,0,0
Q9NTX5;Q9NTX5-2;Q9NTX5-6;F2Z2D6;E9PJS8;H0Y5L2,ECHDC1,250277,186549,128698,221442
Q9NTX5-3,ECHDC1,0,0,0,0
Q9NTX7;Q9NTX7-2,RNF146,160467,73539,0,0
Q9NTZ6,RBM12,265752,165382,150604,192145
Q9NU19,TBC1D22B,8819,6438,0,4959
Q9NU22,MDN1,26460,17242,5983,27190
Q9NU23;E5RJK7;E5RG38;G3V136,LYRM2,22355,26693,12820,17688
Q9NU53,GINM1,0,0,0,0
Q9NUA8;F8WAI8,ZBTB40,1996,1118,778,0
Q9NUB1;Q9NUB1-2;Q9NUB1-4;Q9NUB1-3,ACSS1,124702,119603,62303,91793
Q9NUD5;Q9NUD5-2,ZCCHC3,6160,5285,1833,8075
Q9NUE0,ZDHHC18,7669,0,0,2815
Q9NUG6,PDRG1,135509,38964,68756,37544
Q9NUI1;Q4VXZ8;Q9NUI1-3,DECR2,9401,15723,13591,51737
Q9NUJ1,ABHD10,816384,895036,421932,609110
Q9NUJ1-2,ABHD10,40295,5328,5391,76116
Q9NUJ3,TCP11L1,1728,6627,3970,14058
Q9NUL5;Q9NUL5-2;Q9NUL5-4;Q9NUL5-3,C19orf66,32938,53610,22228,25313
Q9NUL7,DDX28,27519,21169,19342,25284
Q9NUM3-2;Q9NUM3;M0QX28;Q9NUM3-3,SLC39A9,5289,0,0,2288
Q9NUM4;C9JZ87;F2Z3N7,TMEM106B,20013,16535,7862,0
Q9NUN5;Q9NUN5-3,LMBRD1,14356,6170,4316,4045
Q9NUP1,BLOC1S4,117066,64642,49899,50537
Q9NUP7;Q9NUP7-2,TRMT13,11260,16300,4925,9350
Q9NUP9;G3V1D4,LIN7C,116264,94512,31578,52620
Q9NUQ2;H0YC22,AGPAT5,61258,75771,39937,66943
Q9NUQ3;Q9NUQ3-2,TXLNG,42872,24208,11015,16858
Q9NUQ6;Q9NUQ6-4;Q9NUQ6-3;A0A0A0MSG5;B8ZZZ7,SPATS2L,592,0,2065,0
Q9NUQ7;D6RGX2;H0YA18,UFSP2,47254,31465,28706,36117
Q9NUQ8;Q9NUQ8-2,ABCF3,127008,95326,46025,90583
Q9NUQ9;Q9NUQ9-2,FAM49B,2003505,1356472,907950,815036
Q9NUS5,AP5S1,16785,14321,7506,19232
Q9NUT2-4;Q9NUT2;Q9NUT2-5;Q9NUT2-2;Q9NUT2-3,ABCB8,15847,6107,6718,30233
Q9NUU6,FAM105A,0,4380,2629,1610
Q9NUU7;I3L0H8;I3L352;Q9NUU7-2,DDX19A,613436,425460,363148,490270
Q9NUV9,GIMAP4,0,0,0,0
Q9NUW8;G3V2F4;E7EPD8;Q9NUW8-2,TDP1,72143,47152,37888,44846
Q9NUX5;B7Z7M5;Q9NUX5-2;A8MTK3;Q5MJ34;Q5MJ35,POT1,12766,21049,14158,8594
Q9NUY8;Q9NUY8-2;E9PGE5,TBC1D23,52273,43851,24152,36541
Q9NV31,IMP3,239431,158936,96105,176687
Q9NV35,NUDT15,8817,9842,7705,7814
Q9NV56,MRGBP,56721,44729,33295,33013
Q9NV66;A0A087WUV9,TYW1,7267,7542,12019,11404
Q9NV70-2;Q9NV70,EXOC1,55956,39116,20823,70565
Q9NV72;Q9NV72-2,ZNF701,0,0,0,0
Q9NV79;V9GYG6;V9GZ41;Q9NV79-2;Q9NV79-3,PCMTD2,0,0,0,0
Q9NV88;Q9NV88-2;Q9NV88-3;G3XAN1,INTS9,89732,96529,35836,91867
Q9NV96;Q9NV96-2,TMEM30A,51169,52128,12373,36216
Q9NVA1;Q9NVA1-2;Q9NVA1-4;F6UTR7;B1AKV3;Q9NVA1-5;B1AKV4;B1AKV2;B1AKV6,UQCC1,47914,24828,20556,60961
Q9NVA4;A0A0C4DGC8;Q9NVA4-2,TMEM184C,7354,0,0,0
Q9NVC3;H3BN87;H3BU46;H3BPV9;H3BP25;H3BMC5;H3BPK8;Q9NVC3-2,SLC38A7,0,0,0,4761
Q9NVC6,MED17,57198,40328,35113,33348
Q9NVE5;Q9NVE5-3,USP40,0,2179,1307,0
Q9NVE7;E9PHT6;H0YA26,PANK4,100483,85783,81224,47103
Q9NVF7,FBXO28,10567,6908,6801,2578
Q9NVG8;Q9NVG8-2,TBC1D13,104438,66208,36626,69176
Q9NVH0;Q9NVH0-2,EXD2,0,0,0,0
Q9NVH1;Q9NVH1-3;Q9NVH1-2,DNAJC11,75589,73767,75342,101133
Q9NVH2;Q9NVH2-3;Q9NVH2-2;Q9NVH2-4,INTS7,68892,52605,33436,46111
Q9NVH6-8;Q9NVH6;Q9NVH6-7;Q9NVH6-6;Q9NVH6-5;Q9NVH6-4;Q9NVH6-2;Q9NVH6-3,TMLHE,13491,38027,26519,15164
Q9NVI1;Q9NVI1-1;Q9NVI1-2;F8W7R3;H3BP78,FANCI,16391,56756,28283,21266
Q9NVI7-2;Q9NVI7-3,ATAD3A,398899,238702,226316,300941
Q9NVJ2,ARL8B,1101709,1070395,507526,1309843
Q9NVK5-2,FGFR1OP2,55684,42247,15770,0
Q9NVM4;Q9NVM4-3;H3BNC0;Q9NVM4-4;Q9NVM4-2,PRMT7,3575,3650,0,0
Q9NVM6,DNAJC17,105559,92067,48006,64291
Q9NVM9;Q9NVM9-2,ASUN,99872,71074,49157,50022
Q9NVN8,GNL3L,43349,26222,27956,59401
Q9NVP1,DDX18,516686,376814,299937,441683
Q9NVP2;K7ES22,ASF1B,115515,244015,45653,111198
Q9NVQ4;C9JDZ2;Q9NVQ4-3;Q9NVQ4-2,FAIM,107197,52824,16282,10278
Q9NVR0,KLHL11,6856,0,0,2729
Q9NVR2,INTS10,71552,61113,37479,56779
Q9NVR5;Q9NVR5-2,DNAAF2,2344,1409,2249,0
Q9NVS2;Q5QPA5;Q9NVS2-2;Q9NVS2-3,MRPS18A,312750,212464,123520,629289
Q9NVS9;Q9NVS9-3;Q9NVS9-2;Q9NVS9-4,PNPO,91684,131244,66780,81253
Q9NVT9;E5RJ86,ARMC1,112292,95287,27394,59704
Q9NVU0;A0A0C4DH01;Q9NVU0-5;Q9NVU0-4;Q9NVU0-3;Q9NVU0-2,POLR3E,18111,14092,10510,23213
Q9NVU7;E7EW05;Q9NVU7-2,SDAD1,71372,49401,34987,70145
Q9NVV0;A0A0A0MRS4,TMEM38B,0,37782,0,0
Q9NVV4,MTPAP,51528,26535,18319,48478
Q9NVV9;E9PIS9,THAP1,0,0,0,0
Q9NVW2;Q9NVW2-2,RLIM,0,8672,0,0
Q9NVX0;Q9NVX0-3;Q9NVX0-2,HAUS2,8821,20314,13846,0
Q9NVX2;A0A0A0MRH0;K7EN33,NLE1,13101,36729,577,23830
Q9NVZ3;Q9NVZ3-2;Q9NVZ3-4;F6SKB8;Q9NVZ3-3,NECAP2,260172,172762,107698,128520
Q9NW08;Q9NW08-2,POLR3B,29882,16179,6046,16494
Q9NW13;Q9NW13-2,RBM28,75317,63512,56137,72085
Q9NW15;Q9NW15-2;Q9NW15-3;Q9NW15-4;Q9NW15-5,ANO10,3089,3336,2814,3857
Q9NW64;Q9NW64-2;E5RJW4,RBM22,181275,187237,135133,91576
Q9NW68;Q9NW68-2;Q9NW68-7;Q9NW68-3;Q9NW68-8;Q9NW68-9;Q9NW68-4,BSDC1,25584,21133,16156,15802
Q9NW81;Q9NW81-5;Q9NW81-4;M0QZC4;K7EIV4;B4DFT4,ATP5SL;DDHD2,48554,0,11888,6211
Q9NW82;D6RIW8,WDR70,103040,69779,36338,64781
Q9NWA0;J3KTK5,MED9,67067,67376,50554,31985
Q9NWB6,ARGLU1,42348,370424,149044,214361
Q9NWD8;C9J3C8;C9JKP5;U3KQ21;F8WE75;Q9NWD8-2,TMEM248,0,0,0,0
Q9NWH2;Q5T2S1,TMEM242,0,0,0,0
Q9NWH9;H7C3F4,SLTM,192437,153138,88446,107796
Q9NWK9;Q9NWK9-2,ZNHIT6,18163,17001,7960,12727
Q9NWM3;J3QLQ8;Q9NWM3-2,CUEDC1,0,0,0,0
Q9NWQ8,PAG1,18720,7841,2379,13955
Q9NWQ9,C14orf119,18350,8955,7662,0
Q9NWR8,CCDC109B,14774,6695,4757,10125
Q9NWS0;M0QYA2;M0R3A4;M0QYF4,PIH1D1,113260,86283,34673,108903
Q9NWS6;Q9NWS6-2,FAM118A,12567,6082,11907,11940
Q9NWT1,PAK1IP1,103571,69915,55960,74790
Q9NWT6,HIF1AN,27614,25098,14933,19111
Q9NWT8,AURKAIP1,0,0,0,0
Q9NWU1;Q9NWU1-2;C9JQQ2;C9J2G3,OXSM,71017,21155,17701,51849
Q9NWU2,GID8,102902,85084,47905,71771
Q9NWV4,C1orf123,797406,591693,525708,271233
Q9NWV8;J3KQS6;M0R0I0;M0R3F4;M0R2A4;M0R2K3;M0R193,BABAM1,177687,189032,111466,127436
Q9NWW5;H3BUT1;H3BTY4;H3BUV4;Q9NWW5-2;H3BNF1,CLN6,0,14108,15711,24355
Q9NWW6;Q5W125;Q9NWW6-2,NMRK1,0,0,5252,7460
Q9NWW7;C9JZF3;C9JJF4,C2orf42,0,0,0,0
Q9NWX5;F6TX30,ASB6,8147,5693,0,0
Q9NWX6,THG1L,103878,74689,16265,47773
Q9NWY4,C4orf27,109576,123757,89733,65253
Q9NWZ3;Q9NWZ3-2,IRAK4,58311,7055,8100,52265
Q9NWZ5;Q9NWZ5-4;Q9NWZ5-3;Q9NWZ5-2,UCKL1,51509,28235,19969,32796
Q9NWZ8,GEMIN8,0,0,0,0
Q9NX00,TMEM160,0,24886,25708,130445
Q9NX01;H3BUL8;H3BN11,TXNL4B,64827,16405,13177,15666
Q9NX04;V9GYI2;V9GY35;V9GYN4;V9GYQ8;V9GYT8;Q9NX04-2,C1orf109,17166,11552,0,13371
Q9NX05;F8W881,FAM120C,3051,5188,2543,1919
Q9NX07,TRNAU1AP,33482,25581,12232,21516
Q9NX08,COMMD8,157378,222603,304556,158125
Q9NX09,DDIT4,0,0,0,0
Q9NX14;Q9NX14-2,NDUFB11,121526,103905,78991,131821
Q9NX18;F5GYJ5;F8W679;M0QYN2;F5GXW4;M0R060;F5H5T6,SDHAF2,28448,21982,14409,24595
Q9NX20,MRPL16,208038,124115,119155,190871
Q9NX24;D6RC52;D6RCB9,NHP2,485574,548900,411631,649374
Q9NX38;X6REY2,FAM206A,0,7996,9793,0
Q9NX40;D6RBN5;Q9NX40-4;D6RG39;D6RIT9;Q9NX40-3;Q9NX40-2,OCIAD1,304022,296290,177117,267628
Q9NX46,ADPRHL2,316707,280470,112024,99965
Q9NX47,5-Mar,69454,32143,15884,67506
Q9NX55,HYPK,167208,174658,109373,104199
Q9NX57,RAB20,30671,0,0,0
Q9NX58,LYAR,347493,212194,121327,181175
Q9NX62,IMPAD1,30385,20782,14517,83386
Q9NX74;E7EUN9,DUS2,26557,18926,10859,33691
Q9NX76,CMTM6,42826,18385,19221,0
Q9NX78,TMEM260,0,0,0,0
Q9NXA8;Q9NXA8-3;Q9NXA8-2;Q9NXA8-4,SIRT5,46077,29883,25075,35131
Q9NXC2;Q9NXC2-2,GFOD1,12150,4886,0,0
Q9NXC5;Q9NXC5-2,MIOS,79995,69634,56947,57413
Q9NXD2,MTMR10,12355,9963,8900,6635
Q9NXE4;Q9NXE4-4;B1PBA3;Q9NXE4-3;H7C1Q6,SMPD4,84985,61114,65621,116167
Q9NXE4-2;H7BXF4;Q9NXE4-6;Q9NXE4-8;Q9NXE4-10;Q9NXE4-9;Q9NXE4-7,SMPD4,5385,2502,0,2345
Q9NXE8,CWC25,5267,17058,9329,9242
Q9NXF1;Q9NXF1-2,TEX10,93469,95256,41307,96563
Q9NXF7,DCAF16,0,0,0,0
Q9NXG2,THUMPD1,810280,513853,313397,348704
Q9NXG6-3;Q9NXG6;Q9NXG6-2,P4HTM,10184,0,0,0
Q9NXH8,TOR4A,12604,17259,17828,21664
Q9NXH9;Q9NXH9-2,TRMT1,92060,76178,25767,50943
Q9NXJ5;Q9NXJ5-2,PGPEP1,9992,18522,6944,4920
Q9NXK8;Q9NXK8-2,FBXL12,361011,57164,111911,10726
Q9NXL6;Q9NXL6-2,SIDT1,7534,0,0,0
Q9NXN4;Q9NXN4-2,GDAP2,0,10113,7543,9270
Q9NXR1;Q9NXR1-2;I3L2R9;I3L522,NDE1,113037,132141,52028,31630
Q9NXR5;Q8IUW1;Q9NXR5-2,ANKRD10,40168,20250,13919,24171
Q9NXR7;Q9NXR7-4;Q9NXR7-3;Q9NXR7-1;F8W733,BRE,319733,218470,162799,204370
Q9NXS2;Q9NXS2-3,QPCTL,8884,2653,0,4893
Q9NXV2,KCTD5,65778,24315,12027,0
Q9NXV6,CDKN2AIP,153938,167955,84797,91749
Q9NXW9,ALKBH4,14582,10600,7246,8381
Q9NXX6;Q9NXX6-2,NSMCE4A,25936,33975,23061,18942
Q9NY12;Q9NY12-2,GAR1,796677,591781,466147,674441
Q9NY15,STAB1,0,0,0,172
Q9NY27;Q9NY27-3;Q9NY27-2;C9IZ04,PPP4R2,111218,110047,92679,88207
Q9NY33;G3V1D3;G3V180;Q9NY33-4,DPP3,725403,562000,427824,281900
Q9NY59;Q9NY59-2;H3BS51,SMPD3,0,0,0,0
Q9NY61,AATF,50097,48511,17071,32282
Q9NY64;Q5VVW5;A0A087WT42;Q5VVV9,SLC2A8,0,0,0,0
Q9NY65-2,TUBA8,0,18761,0,0
Q9NY93;Q9NY93-2;H7C3E9;G3V0G3,DDX56,151120,80461,63340,106734
Q9NY97;Q9NY97-2,B3GNT2,0,0,0,0
Q9NYA1-3;Q9NYA1-2;Q9NYA1,SPHK1,0,0,0,0
Q9NYB0,TERF2IP,480303,317832,186078,166681
Q9NYF3,FAM53C,0,10346,6340,0
Q9NYF8;Q9NYF8-2;E9PQN2;E9PKI6;E9PK09,BCLAF1,349358,317161,211351,294840
Q9NYG2;Q9NYG2-2;F8W6M3,ZDHHC3,0,6411,0,5583
Q9NYG5,ANAPC11,0,0,0,0
Q9NYH9,UTP6,54481,58556,22488,44639
Q9NYI0;Q9NYI0-2;E5RJ29;Q9NYI0-3;B4DKF8,PSD3,0,0,2054,22763
Q9NYJ1;Q9NYJ1-2,COA4,157340,105777,45433,116233
Q9NYJ8;Q9NYJ8-2,TAB2,4367,0,0,0
Q9NYK1,TLR7,0,375,0,741
Q9NYK5;Q9NYK5-2;C9JG87,MRPL39,337516,192901,106523,171539
Q9NYK6;Q9NYK6-3;E7ETB0;Q9NYK6-2,EURL;C21orf91,0,0,6523,0
Q9NYL2,ZAK,11505,2692,2970,7163
Q9NYL2-2;Q9NYL2-3,ZAK,0,1620,3291,2089
Q9NYL4;F8VU90;Q9NYL4-2,FKBP11,88107,114925,186204,160640
Q9NYL9,TMOD3,1111841,774780,547132,420352
Q9NYP7;Q9NYP7-2;A0A0A0MTI6,ELOVL5,40942,12079,13177,35695
Q9NYP9,MIS18A,10116,7965,7666,6452
Q9NYR9;Q9NYR9-2;K7ERG2;H7BXP1;Q9NYR9-3,NKIRAS2,55346,24006,17860,16877
Q9NYT6,ZNF226,0,0,2509,0
Q9NYU2;Q9NYU2-2,UGGT1,335339,284666,200975,234110
Q9NYV4;Q9NYV4-2;J3QSD7;Q9NYV4-3,CDK12,79170,67965,40772,65747
