Majority protein IDs,Gene names,CopyNumber_T4.naive_01_activated,CopyNumber_T4.naive_02_activated,CopyNumber_T4.naive_03_activated,CopyNumber_T4.naive_04_activated,CopyNumber_T4.naive_01_steady-state,CopyNumber_T4.naive_02_steady-state,CopyNumber_T4.naive_03_steady-state,CopyNumber_T4.naive_04_steady-state
Q9H2F3;I3L2H6;I3L2Q9;Q9H2F3-2,HSD3B7,0,0,1277,0,0,0,0,0
Q9H2F5;Q9H2F5-2,EPC1,3350,1523,1583,1074,3681,3714,2142,2883
Q9H2G2,SLK,41266,43423,36807,31127,28034,22200,24759,38635
Q9H2G4,TSPYL2,0,0,299,139,371,390,0,839
Q9H2H8;H7BZ14;B8ZZ77;Q9H2H8-2;C9K058,PPIL3,625976,407239,433939,182569,301623,368311,314400,294920
Q9H2J4,PDCL3,284473,291411,209056,250860,61710,64205,77094,83019
Q9H2K0,MTIF3,38020,34419,51737,19386,28809,30091,20901,35824
Q9H2K8;G3V1Q8,TAOK3,62050,51290,53738,53075,40637,41799,41707,56611
Q9H2L5;Q9H2L5-2;Q9H2L5-3,RASSF4,1385,1035,0,0,0,0,0,0
Q9H2M9,RAB3GAP2,95737,92230,82794,49062,44170,44685,41493,60787
Q9H2P0,ADNP,78565,55701,50346,40432,39054,42676,49318,49347
Q9H2P9;Q9H2P9-5;A0A087WXP7;Q9H2P9-3;Q9H2P9-2;Q9H2P9-6;Q9H2P9-4,DPH5,86352,51143,20694,19283,0,0,0,0
Q9H2U1;Q9H2U1-3;E7EWK3,DHX36,48498,44500,48081,57733,34602,41356,36874,46250
Q9H2U2;Q9H2U2-3;Q9H2U2-2;H0Y9D8;Q9H2U2-6,PPA2,781649,551453,495385,320140,415310,529990,377809,557246
Q9H2V7;Q9H2V7-3;Q9H2V7-2;H3BMF4;Q9H2V7-4;H3BR82,SPNS1,7585,11359,8870,2855,2957,2298,5676,3781
Q9H2W6,MRPL46,264633,88441,140280,124947,98672,113892,137736,103212
Q9H2Y7;A0A0C4DGM5;Q9H2Y7-2,ZNF106,2472,1313,2479,2642,3323,602,1175,0
Q9H300;Q9H300-2;F8WCQ4;C9JNP8,PARL,5991,3076,0,2280,4240,2691,5546,5898
Q9H307;Q9H307-2,PNN,139926,187708,224599,201039,154730,162122,212035,215113
Q9H330;Q9H330-2,TMEM245,2814,6187,3491,3889,9407,8519,7764,11380
Q9H334;G5E965;C9J0F0;E9PFD3;A0A087X299;Q9H334-4;Q9H334-8;A0A0B4J2F3;Q9H334-6;H0Y882;Q9H334-3;Q9H334-2,FOXP1,40826,17060,19031,31246,30456,29471,35856,46337
Q9H334-7,FOXP1,0,0,1541,0,1242,1393,1628,0
Q9H3C7;Q9H3C7-3;Q9H3C7-2;A0A087X1D7,GGNBP2,0,853,0,0,0,0,1248,0
Q9H3E2;Q9H3E2-2,SNX25,3863,4821,1535,499,0,0,0,0
Q9H3F6;F5GWA4;Q9H3F6-2;F5H497;F5H6V0,KCTD10,4944,0,1307,4143,0,0,0,0
Q9H3G5;H7C0X5,CPVL,0,0,108,0,342,403,993,457
Q9H3H1;Q9H3H1-4;S4R2Z0;Q9H3H1-5;Q9H3H1-3;Q9H3H1-2,TRIT1,3056,2392,3393,6517,1437,1755,1668,3056
Q9H3H3;Q9H3H3-2;Q9H3H3-3,C11orf68,106828,74739,69975,32167,43714,86362,31307,96945
Q9H3H5;Q9H3H5-2;Q9H3H5-3,DPAGT1,0,0,7422,1327,6454,2046,4684,4857
Q9H3K2;Q9Y6G2,GHITM,16808,17160,25764,74532,22711,37006,64206,56430
Q9H3K6;Q9H3K6-2,BOLA2,1486553,1216948,882865,560064,380301,373295,239264,448254
Q9H3M7;Q9H3M7-2,TXNIP,22111,17906,31696,11371,9103,12649,12322,15743
Q9H3N1,TMX1,377442,522418,593438,544313,291427,448039,380963,577216
Q9H3N8;Q9H3N8-2,HRH4,0,2754,0,0,0,0,0,0
Q9H3P7,ACBD3,83458,69220,72560,68905,31748,38115,40288,45558
Q9H3Q1;Q9H3Q1-2;J3KRZ9,CDC42EP4,0,0,0,0,0,0,0,0
Q9H3R0;Q9H3R0-2;C9J879;Q9H3R0-3;Q9H3R0-4,KDM4C,17837,10043,33630,3614,1997,6010,2117,4538
Q9H3R5;B3KVZ3;H0Y9E6,CENPH,47106,35088,17925,26118,0,5599,0,0
Q9H3S4;F8VRJ6;F5GZG6;F8WCM7,TPK1,0,0,12257,0,96325,64480,59087,83147
Q9H3S5,PIGM,0,0,0,0,465,375,551,607
Q9H3S7,PTPN23,25722,22092,23616,12469,18829,18397,11760,23874
Q9H3T3;Q9H3T3-3,SEMA6B,0,0,0,1761,0,0,0,0
Q9H3U1,UNC45A,0,0,0,964,750,1055,0,0
Q9H3U1-2,UNC45A,133310,127949,126221,80771,54016,54758,52826,75365
Q9H3U5;Q9H3U5-3;Q9H3U5-5;Q9H3U5-6;H7C593;Q9H3U5-2,MFSD1,0,0,0,0,0,0,0,0
Q9H3Y8;X6R7I6;Q9H3Y8-2,PPDPF,15863,5653,9893,0,7412,8556,0,0
Q9H3Z4,DNAJC5,113136,110055,103209,37897,28751,48011,37169,24584
Q9H400;A0A087WUJ1,LIME1,54814,40048,50943,56824,24865,64590,48665,85335
Q9H410;Q9H410-4;Q5JW54;Q9H410-2;Q9H410-3;Q5JW53,DSN1,35088,18206,22892,27812,24835,44060,22625,30905
Q9H425,C1orf198,0,0,0,1093,0,0,0,0
Q9H444,CHMP4B,116576,546549,521426,526489,242210,164622,226199,388123
Q9H446;E5RGQ3;Q9H446-2,RWDD1,103724,74328,61603,14564,18564,34635,13253,45398
Q9H467,CUEDC2,20895,11398,6958,21447,1076,0,0,2082
Q9H477;Q9H477-2,RBKS,24436,19748,20835,6467,4419,5838,0,15254
Q9H479,FN3K,3991,6337,5044,886,6541,13606,6984,12987
Q9H488,POFUT1,71410,104233,102769,33780,16293,14022,13161,27500
Q9H490;Q9H490-2,PIGU,22931,32576,23466,0,35509,56550,42710,59960
Q9H492;Q9H492-2,MAP1LC3A,0,0,0,0,0,0,0,0
Q9H496,TOR1AIP2,2558,0,0,0,2669,2424,1817,2547
Q9H497;Q9H497-2;Q5W0C6,TOR3A,251425,62275,11707,3509,1516,986,1715,1788
Q9H4A4;A6NKB8,RNPEP,243020,263658,201523,102224,99570,119712,69907,154913
Q9H4A5;Q5T5I6;Q9H4A5-2,GOLPH3L,9592,12652,11846,22711,13685,10886,9048,11284
Q9H4A6,GOLPH3,197804,178859,155481,81014,72741,102026,92836,119571
Q9H4A9;Q9H4A9-2,DPEP2,0,5118,0,3126,821,1669,1028,0
Q9H4B0;Q9H4B0-2;E5RGZ1;Q9H4B0-3,OSGEPL1,0,14484,3958,6704,1054,3750,2592,2412
Q9H4B6,SAV1,0,0,0,0,0,0,0,0
Q9H4B7,TUBB1,0,0,1349,0,0,27,103,86
Q9H4E7,DEF6,169387,206182,165184,140880,136895,141400,164790,205279
Q9H4F1;A6NJX0,ST6GALNAC4,0,0,1113,0,0,0,0,0
Q9H4G4;Q5VZR0,GLIPR2,127748,102750,102372,138014,215146,195479,156103,150670
Q9H4I2-2;Q9H4I2;H0Y6F5,ZHX3,0,0,0,0,0,0,0,0
Q9H4I9,SMDT1,0,0,0,0,2751,8228,2708,3740
Q9H4K7,MTG2,6302,10001,4091,1145,4041,2861,1449,3515
Q9H4L4;A0A087X0R7;J3QL36,SENP3,50549,42219,42327,21926,11440,11049,17781,17976
Q9H4L5;Q9H4L5-5,OSBPL3,59572,45275,47995,38232,2725,4591,3819,3955
Q9H4L5-2;Q9H4L5-6,OSBPL3,2613,1408,1378,1322,0,0,0,0
Q9H4L7;Q9H4L7-3,SMARCAD1,32885,29557,23407,14751,7328,5069,3951,6247
Q9H4M7;Q9H4M7-2,PLEKHA4,1080,1495,127,2211,1035,5444,245,2793
Q9H4M9;A0A024R571;C9JC03;C9J2Z4,EHD1,404620,406378,356261,280453,332590,394173,313653,453010
Q9H4P4;F8VSP7;F8VSB6;Q9H4P4-2;F8VVY2;F8VNZ6,RNF41,0,0,0,2041,2213,1759,4913,5130
Q9H4X1;Q9H4X1-2,RGCC,15042,12551,8294,7348,10588,7365,1612,8193
Q9H4Z2-2;Q9H4Z2,ZNF335,0,0,1796,833,956,888,1208,1557
Q9H4Z3,PCIF1,16285,18292,20731,11325,33558,34843,25101,46155
Q9H501,ESF1,33647,44600,34084,30424,15290,12503,18305,22640
Q9H553;Q9H553-2,ALG2,48224,69688,48988,23051,44917,35095,54786,56662
Q9H582;Q9H582-2,ZNF644,0,0,1817,1656,723,776,2217,3738
Q9H583,HEATR1,100904,125145,116054,88460,56716,70429,61398,68974
Q9H5I1;Q9H5I1-2;Q5JSS2;Q9H5I1-3;C9JMB4;H0Y306;C9IYH9,SUV39H2,1137,0,0,0,0,0,0,0
Q9H5K3,POMK,4831,1168,0,3761,1741,2657,4667,3544
Q9H5N1;Q9H5N1-2;B4DHR0,RABEP2,25845,15747,14971,22493,21330,18651,18263,29062
Q9H5Q4,TFB2M,24194,26712,18318,17770,3956,1375,3589,4098
Q9H5U6;Q9H5U6-3;H0Y8V8;Q9H5U6-2,ZCCHC4,0,0,0,0,0,0,0,0
Q9H5V7,IKZF5,0,0,0,0,2264,0,0,0
Q9H5V8;Q9H5V8-2,CDCP1,0,1308,916,3081,0,0,0,0
Q9H5V9;Q9H5V9-3;Q9H5V9-2,CXorf56,22375,29783,24452,17346,8595,17248,13705,19478
Q9H5X1;H0YKV4,FAM96A,54914,50052,55165,18290,8658,9836,8030,12276
Q9H633;Q9H633-4;Q9H633-3,RPP21,0,0,0,0,0,3401,0,0
Q9H665-2,IGFLR1,0,0,0,0,0,0,0,0
Q9H668,OBFC1,12127,0,0,0,6835,0,2991,8170
Q9H6A0,DENND2D,177,11354,7794,18957,165797,137434,165301,206366
Q9H6A0-2,DENND2D,0,0,0,319,1379,497,915,947
Q9H6D7;G3V541;Q9H6D7-4;Q9H6D7-3;G3V5A5;Q9H6D7-2,HAUS4,56581,47120,46653,23616,3961,6501,3544,5729
Q9H6E4,CCDC134,25749,22002,17844,27269,24899,26998,26769,29464
Q9H6E5;F5H0R1,TUT1,205,0,7526,7179,5261,3468,3628,5332
Q9H6F2,TMEM38A,0,0,0,0,0,0,0,0
Q9H6F5,CCDC86,79491,52727,52007,126765,28884,37750,60362,40575
Q9H6K1;Q5TH58;Q9H6K1-2,C6orf106,0,0,0,0,1399,0,0,4322
Q9H6K4;Q9H6K4-2,OPA3,19709,0,0,30603,30554,57405,57558,54669
Q9H6P5;Q5JWM4,TASP1,0,1255,2239,0,5208,10556,7513,10540
Q9H6Q3;Q9H6Q3-3;Q9H6Q3-2;Q9H6Q3-4,SLA2,8317,0,7342,2828,816,1762,1851,3000
Q9H6Q4-3;H3BSH2,NARFL,27037,11077,9826,13228,36213,14996,9901,15613
Q9H6R0;I3L1L6,DHX33,7385,6929,3530,9332,6177,3349,4651,7107
Q9H6R4;Q9H6R4-4;A0A0A0MRW6;Q9H6R4-2;Q9H6R4-3,NOL6,79607,100020,91065,71748,40686,39476,37840,42402
Q9H6R6;Q9H6R6-2;A0A0D9SEX5,ZDHHC6,18216,0,9103,2480,8130,0,9164,9001
Q9H6R7;Q9H6R7-2,C2orf44,3421,4159,2834,1014,1074,814,0,0
Q9H6S0;D6RA70,YTHDC2,19321,19440,15398,9422,9300,5895,3166,7748
Q9H6S1;C9JVK8;Q9H6S1-3;Q9H6S1-5;Q9H6S1-4,AZI2,2708,793,2070,4304,1428,925,0,1806
Q9H6S3;Q9H6S3-3;Q9H6S3-2,EPS8L2,7403,4187,3569,0,980,1241,2488,2427
Q9H6T3;Q9H6T3-2;Q9H6T3-3,RPAP3,95899,83805,76682,63613,25048,37412,22435,34616
Q9H6U6;Q9H6U6-8;Q9H6U6-2;Q9H6U6-7;Q9H6U6-3;A0A087X2J1;K7ESE9;A0A087X207;Q9H6U6-6,BCAS3,0,0,2183,1602,7716,3906,2185,5667
Q9H6W3;Q9H6W3-2,NO66,53688,34777,36219,17169,30651,43421,39235,34520
Q9H6Y2;G3V1J0,WDR55,131250,47155,54901,33522,21898,20189,24630,15406
Q9H6Z4;Q9H6Z4-3,RANBP3,6946,5252,4586,3109,1637,3162,0,2124
Q9H714;B7ZBN5;Q9H714-6;Q9H714-3;A0A0A0MRV7,KIAA0226L,3234,0,3245,2371,817,0,0,0
Q9H773,DCTPP1,1089780,823210,504059,220760,26584,37572,17415,34914
Q9H777,ELAC1,0,0,0,0,1340,680,701,858
Q9H788;Q9H788-2,SH2D4A,0,0,1980,1653,0,0,0,0
Q9H7B2;Q5VXN0,RPF2,84713,126681,129754,152240,66414,60824,69084,76650
Q9H7B4;Q9H7B4-3;Q9H7B4-2,SMYD3,38728,44671,52212,8181,4422,7016,2679,12960
Q9H7C9;E9PNP3;E9PR47;E9PIQ4,AAMDC,1205,36045,14295,27745,37782,72506,19916,40227
Q9H7D0,DOCK5,0,113,111,449,70,0,642,438
Q9H7D7;H0Y9R3,WDR26,0,0,0,0,0,0,0,0
Q9H7D7-2,WDR26,64890,49242,49373,11879,11715,19041,9416,20408
Q9H7E2-3;Q9H7E2;Q9H7E2-2,TDRD3,7633,6156,3407,9075,2425,3938,2759,4367
Q9H7E9;Q9H7E9-2,C8orf33,60358,53556,59700,64290,24982,28250,31404,31123
Q9H7F0;A0A087WYY3;Q9H7F0-2,ATP13A3,3998,5088,4377,1088,0,0,0,0
Q9H7H0;Q9H7H0-2;Q9H7H0-3;G3V353,METTL17,15653,21785,32587,8063,2882,0,3326,3385
Q9H7J1,PPP1R3E,1832,0,0,0,4866,11441,12644,1195
Q9H7L9,SUDS3,32173,18024,26676,24956,51544,46276,60892,64148
Q9H7M9,C10orf54,17965,12315,10395,2193,2713,3083,11580,29772
Q9H7N4,SCAF1,16917,22997,10092,10557,15203,12994,19997,19900
Q9H7P6;Q9H7P6-2;F8W922,MVB12B,0,5594,0,4010,847,0,0,0
Q9H7P9;Q9H7P9-3;H7BXC7;E7ESZ3,PLEKHG2,509,0,2070,409,0,0,0,0
Q9H7S9,ZNF703,2188,4717,4365,2234,0,0,0,0
Q9H7Z3,NRDE2,7389,3554,5858,3463,16454,6779,12434,12272
Q9H7Z6;Q9H7Z6-2,KAT8,22453,21674,24591,15915,33020,41642,28942,49723
Q9H7Z7;A6NHH0,PTGES2,56210,54486,41120,46951,55590,89018,87264,69409
Q9H813;Q9H813-2,TMEM206,0,0,0,0,0,0,0,0
Q9H814,PHAX,65617,57147,42690,53096,36295,36116,35009,46171
Q9H832;Q9H832-2,UBE2Z,96787,63200,62912,38745,69854,79622,65753,95856
Q9H840,GEMIN7,11768,0,0,0,0,0,0,0
Q9H845;H0Y8Z9,ACAD9,234774,152925,164843,152030,103346,106165,132246,158824
Q9H857-2;Q9H857;Q9H857-3;Q9H857-4,NT5DC2,2331,7755,2511,1500,0,0,0,0
Q9H867;Q9H867-1;Q9H867-5;Q9H867-3,VCPKMT,0,0,1945,0,0,0,339,1976
Q9H869-9;Q9H869-8;Q9H869;Q9H869-3;Q9H869-2;Q9H869-5;Q9H869-6;Q9H869-4;Q9H869-7,YY1AP1,2776,2964,0,0,0,391,0,0
Q9H871,RMND5A,26525,30446,23352,18397,5260,7643,9317,8200
Q9H875;Q9H875-2,PRKRIP1,13364,14931,6315,11371,20664,21097,20700,38165
Q9H8G1,ZNF430,26,0,556,0,0,0,0,0
Q9H8G2,CAAP1,7420,11607,9278,11163,7629,13221,10446,9847
Q9H8H0,NOL11,70910,73575,73904,66608,48260,54140,63995,67627
Q9H8H3;H0YI09;F8VQX6,METTL7A,1158,0,0,1224,0,0,1574,0
Q9H8K7,C10orf88,0,2824,0,1244,0,0,0,0
Q9H8M2;Q9H8M2-3;Q9H8M2-1;Q9H8M2-6,BRD9,12908,9606,11644,4721,7888,12519,8312,9434
Q9H8M7;Q9H8M7-2,FAM188A,0,1290,0,0,0,0,0,0
Q9H8N7,ZNF395,5929,8527,4746,0,0,0,0,0
Q9H8P0;H0Y9P9,SRD5A3,0,0,4272,183,0,0,0,0
Q9H8S9;Q9H8S9-2,MOB1A,0,0,0,0,0,0,0,0
Q9H8T0;Q9H8T0-2,AKTIP,0,3255,0,70855,6192,10070,4758,6870
Q9H8V3;Q9H8V3-2;Q9H8V3-4;Q9H8V3-3,ECT2,0,0,1660,0,0,0,0,0
Q9H8W4,PLEKHF2,5481,8463,3641,7622,5737,10682,5315,3176
Q9H8Y1;G3V537,VRTN,0,0,0,0,1757,0,0,0
Q9H8Y5;B8ZZS4,ANKZF1,83668,99437,95678,33694,8421,12744,4517,11065
Q9H8Y8;Q9H8Y8-3;Q9H8Y8-2,GORASP2,200684,164531,162213,72502,105339,115079,109437,134867
Q9H900;Q9H900-2,ZWILCH,15052,15032,4733,5850,4465,7900,0,4537
Q9H910;Q9H910-3;A6NGP5;Q9H910-2;H3BU16;H3BMV3;H3BMT0;H3BTV5,HN1L,378123,292575,279206,215116,53701,73052,44619,78268
Q9H930;U5Y3L1;H7BYP4;Q9H930-2;Q9H930-1,SP140L,16172,1670,9834,129299,4884,6745,10162,10122
Q9H936;E9PJH7;A0A0D9SFE1;A0A0D9SEI9;K4DIA8;K4DIB8;E9PS95,SLC25A22,88214,133384,125593,123054,54471,69953,111194,84961
Q9H939;Q9H939-2,PSTPIP2,11038,10449,13923,6061,9863,9726,6910,12056
Q9H944;A0A087X1F4;B7ZBQ3;A6PVP4,MED20,23309,21651,27288,36729,18494,20539,31921,21444
Q9H967;A0A0C4DFX7,WDR76,37425,29432,22278,40833,560,1204,576,399
Q9H972;Q9H972-2;G3V2P0;J3KPV9,C14orf93,0,0,0,0,0,0,0,0
Q9H974-4;Q9H974;Q9H974-2;Q9H974-3,QTRTD1,19882,40003,26924,18958,3642,6721,3302,6189
Q9H977;C9J016,WDR54,25972,4955,0,3436,5409,0,0,0
Q9H981;Q9H981-2,ACTR8,11981,2741,6174,8290,8193,9069,6970,8861
Q9H993;F5GZY1,C6orf211,141807,115177,111395,48814,44006,63450,41486,84320
Q9H999;E5RHA5,PANK3,21395,27827,20744,8347,0,0,0,0
Q9H9A5;Q9H9A5-6;Q9H9A5-3;Q9H9A5-4;E9PCN5;Q9H9A5-5,CNOT10,33735,46106,27003,28271,17984,19693,18822,30126
Q9H9A6,LRRC40,141743,141844,139221,60976,35762,40164,31654,46997
Q9H9A7;A0A087X112;A0A0A0MSU3,RMI1,4714,4011,1142,1498,1681,2169,2099,2237
Q9H9B1;Q9H9B1-3;Q9H9B1-4;A0A0C4DGF8,EHMT1,13121,8932,12589,12429,6919,6872,8390,12607
Q9H9B4;D6RFI0,SFXN1,1477308,1998329,1917481,1014073,916620,1002020,1358386,1500829
Q9H9F9,ACTR5,27410,15197,9466,7349,13765,15309,15502,22804
Q9H9G7;Q9H9G7-2,AGO3,2889,11166,8240,2466,13512,14259,19467,16657
Q9H9H4;F5H4M0,VPS37B,8076,7233,21756,20931,24555,21687,24372,38089
Q9H9J2,MRPL44,150366,125131,134593,99806,78789,96757,101737,91274
Q9H9J4;Q9H9J4-2,USP42,0,1583,0,0,513,0,910,0
Q9H9L3,ISG20L2,4396,10493,18068,25916,54331,45911,56054,81419
Q9H9P8,L2HGDH,57077,58180,41798,21728,19358,24590,26882,26884
Q9H9Q2;A0A087X1P5;Q9H9Q2-3;J3KQ41;J3QT95,COPS7B,70043,48537,0,23089,72977,85319,73250,100419
Q9H9Q4;Q9H9Q4-2;H7C0G7;G5E9Q8,NHEJ1,18565,16440,18471,28723,89360,86955,64418,65367
Q9H9T3;Q9H9T3-2;B4DKA4;Q9H9T3-4;Q9H9T3-5,ELP3,58537,71727,90511,32025,27424,33865,21029,36086
Q9H9Y2,RPF1,23641,33823,34977,69893,34223,40142,31486,33111
Q9H9Y4,GPN2,4395,4926,3407,3580,0,1071,0,0
Q9H9Y6;Q9H9Y6-3;Q9H9Y6-2;Q9H9Y6-5;Q9H9Y6-4,POLR1B,30204,30094,23061,23754,16048,17367,12780,16950
Q9HA38;Q9HA38-2,ZMAT3,0,0,0,0,2797,0,4460,2554
Q9HA47;Q9HA47-3;Q9HA47-4,UCK1,8501,0,0,0,0,5472,3265,4012
Q9HA64;I3L139,FN3KRP,114891,138066,92386,75415,97312,104426,48296,146585
Q9HA65;Q9HA65-3;Q9HA65-2;M0R2L2,TBC1D17,74,3076,2574,10048,20168,16171,23518,24600
Q9HA72;Q9HA72-3;Q9HA72-2,CALHM2,6988,9374,0,0,0,0,0,0
Q9HA77,CARS2,71609,115662,93366,73328,38900,52266,50163,64075
Q9HA92,RSAD1,0,0,3568,0,0,1832,0,3186
Q9HAB3;Q9NWF4;E9PKE4;E9PIX2;F5H5Y1,SLC52A2;SLC52A1,0,0,0,0,4759,0,0,0
Q9HAB8;Q9HAB8-2,PPCS,66304,113584,91382,42463,60504,65118,58180,84316
Q9HAC8,UBTD1,0,0,355,0,0,0,0,0
Q9HAD4;H0YAA3;Q9HAD4-2;D6RE66;A0A0C4DG28;D6RB94;B4DK73,WDR41,1043,5392,5399,909,0,0,4988,2001
Q9HAF1;Q9HAF1-2;Q9HAF1-4;Q9HAF1-3,MEAF6,20864,18980,14237,35983,42976,43802,59836,41575
Q9HAI6,CXorf21,0,0,0,0,0,0,0,0
Q9HAJ7;Q9HAJ7-2;Q9HAJ7-3,SAP30L,7608,8676,7479,12232,39572,28629,18210,33163
Q9HAN9;B1AN62,NMNAT1,34451,31028,28310,21722,32074,39142,26745,38633
Q9HAP2;Q9HAP2-4;Q9HAP2-2,MLXIP,0,0,1678,0,0,0,0,0
Q9HAS0;J9JIC5;J3KRR1,C17orf75,12574,24358,13109,15321,14301,12496,12821,18144
Q9HAS3;Q9HAS3-2,SLC28A3,0,0,0,0,0,0,0,0
Q9HAT2;Q9HAT2-2,SIAE,0,0,0,3805,987,0,0,0
Q9HAU0-6,PLEKHA5,0,0,1479,148,0,0,0,1384
Q9HAU4;J3QQM4,SMURF2,0,0,497,823,716,567,0,745
Q9HAU5,UPF2,47249,62522,54516,34463,44872,49869,33619,50748
Q9HAU8;H7C200,RNPEPL1,0,266,0,0,0,0,0,0
Q9HAV0,GNB4,0,0,0,3161,7699,3194,2023,3061
Q9HAV4,XPO5,81589,102881,85587,62056,28198,26143,27757,31926
Q9HAV7,GRPEL1,888315,953652,706553,516969,220562,257916,318718,310701
Q9HAW4;Q9HAW4-3;E7ESG2;Q9HAW4-2,CLSPN,1589,586,977,2157,0,0,0,1029
Q9HAZ1;B7ZL31;A0A087WX74,CLK4,0,2520,0,1132,6940,8406,7183,7786
Q9HB07;F8VQQ3;F8VR84,C12orf10,264473,174589,165066,71414,42902,62879,37540,78331
Q9HB20,PLEKHA3,2062,0,0,0,0,0,0,0
Q9HB21,PLEKHA1,8836,4945,6988,1209,22587,25438,13584,12077
Q9HB40;Q9HB40-2,SCPEP1,17308,29416,23367,11054,4507,4835,1866,5052
Q9HB58-3;Q9HB58-7;G5E9C0;Q9HB58-5,SP110,332,2832,0,3228,1441,0,2659,2384
Q9HB58-6;Q9HB58;Q9HB58-2,SP110,50960,38941,39699,21966,50205,31246,48782,47544
Q9HB66,MKKS,43243,39401,36919,31936,31198,42084,44221,44155
Q9HB71;Q9HB71-3,CACYBP,2165906,2270018,2220023,1125789,367237,373673,283000,429415
Q9HB90,RRAGC,94670,77135,74950,31143,45586,40734,39265,53180
Q9HB96,FANCE,0,699,1019,0,0,0,0,0
Q9HBD1,RC3H2,0,0,652,0,432,549,425,599
Q9HBD4;P51532;P51532-5;P51532-2;P51532-3;P51532-4;A0A0A0MT49,SMARCA4,83445,92488,85291,79670,59598,58466,61240,83143
Q9HBE1;Q9HBE1-2;Q9HBE1-3,PATZ1,5021,4660,0,3523,2032,2297,1425,2815
Q9HBE5,IL21R,0,0,0,0,270,330,0,0
Q9HBH0;Q9HBH0-2;F5GXB1,RHOF,67290,106989,116615,84526,126640,147731,134337,168387
Q9HBH1,PDF,42158,53150,25775,26260,9084,22080,10443,10418
Q9HBH5,RDH14,68055,62644,88209,68190,249131,324502,257406,304785
Q9HBH9;Q9HBH9-2;K7EJ98,MKNK2,0,0,0,0,0,0,0,0
Q9HBI0;Q9HBI0-2;Q9HBI0-3,PARVG,482069,395028,414564,180834,88647,105916,90351,135053
Q9HBI1,PARVB,4523,7051,11380,1801,0,5044,0,0
Q9HBI1-3,PARVB,0,0,0,0,0,0,0,0
Q9HBL7,PLGRKT,95780,152052,111269,265447,213284,480781,278420,332067
Q9HBL8;I3L1Y8;I3L3Z0,NMRAL1,38041,33019,36225,23253,16794,16397,11169,6940
Q9HBM1,SPC25,131211,77746,71090,66534,54783,66527,0,0
Q9HBM6,TAF9B,8777,6398,6682,7186,22761,14135,19662,6325
Q9HBR0,SLC38A10,533,0,488,1698,1034,805,818,675
Q9HBU6;H0YH69,ETNK1,8556,21640,32975,20149,5785,0,4785,6562
Q9HBW0,LPAR2,0,0,0,0,565,604,343,706
Q9HC07;V9GY93;Q9HC07-2,TMEM165,18154,16896,20197,29197,0,3550,4758,3890
Q9HC16,APOBEC3G,173179,221502,163703,103479,29828,21837,34393,40301
Q9HC21;Q9HC21-2,SLC25A19,34222,44146,34461,21960,7796,14198,8718,9687
Q9HC35;B5MBZ0;Q9HC35-2,EML4,121810,106347,123861,97913,185075,182444,109747,181532
Q9HC36,RNMTL1,80902,35537,47699,24619,32589,19674,40208,32988
Q9HC38-2;Q9HC38;I3L3Q4;Q9HC38-3,GLOD4,636286,413355,332142,326554,715127,820756,519633,887464
Q9HC44,GPBP1L1,999,0,0,0,0,0,0,0
Q9HC52;C9J6K3,CBX8,5862,7093,5276,1776,3364,2969,4261,4404
Q9HC73;Q9HC73-3,CRLF2,0,0,0,0,0,0,0,0
Q9HC77;F6VUX8;Q9HC77-2,CENPJ,2258,1430,578,0,1302,0,1191,1490
Q9HC78;Q9HC78-2,ZBTB20,0,0,0,0,0,0,499,818
Q9HC98;Q9HC98-3;Q9HC98-4;Q9HC98-2;Q5TBG7;Q5TBH2;Q5TBH1;Q5TBH0;Q5TBG1,NEK6,3659,0,4582,0,5342,0,0,1265
Q9HCC0;Q9HCC0-2;D6RD67,MCCC2,165551,122772,136003,116591,97406,137506,128627,139073
Q9HCC9;Q9HCC9-2;Q9HCC9-5;Q9HCC9-4;Q9HCC9-3,ZFYVE28,0,0,0,0,3374,1313,0,1387
Q9HCD5,NCOA5,62034,41058,52567,74127,50556,51062,49892,58778
Q9HCD6-2;Q9HCD6;J3KRP9,TANC2,0,0,0,0,497,0,996,368
Q9HCE0;Q9HCE0-2,EPG5,2131,1044,830,499,588,698,332,577
Q9HCE1;Q5JR04;Q9HCE1-2,MOV10,80595,93760,66708,31178,19029,16477,25171,21166
Q9HCE5,METTL14,10715,11121,7013,3310,23066,19437,19872,33465
Q9HCG1;M0QZI7;M0QXU9,ZNF160,0,1448,963,0,844,1534,717,1489
Q9HCG7;Q9HCG7-2;Q9HCG7-3,GBA2,6663,3311,3670,10601,5028,0,12695,0
Q9HCG8;B7WP74,CWC22,20556,36139,31539,44819,31482,21077,40207,40051
Q9HCH0;Q9HCH0-2;Q9HCH0-3;H7C1V4,NCKAP5L,0,0,1919,2727,0,0,1249,919
Q9HCH5-13;Q9HCH5;Q9HCH5-6;Q9HCH5-15,SYTL2,0,0,0,0,321,2237,0,494
Q9HCI7;Q9HCI7-2,MSL2,3903,2660,0,2611,10711,8971,8377,7326
Q9HCJ0-2;Q9HCJ0,TNRC6C,80,2166,1737,1314,1629,1539,1800,2242
Q9HCJ1;Q9HCJ1-2,ANKH,0,0,1608,0,0,1713,1872,2317
Q9HCJ3;Q9HCJ3-2,RAVER2,0,0,0,2896,0,0,0,0
Q9HCK5,AGO4,0,0,0,0,4554,2116,1574,1717
