uniprot,symbol,naiveB_S1R1,naiveB_S1R2,naiveB_S1R3,naiveB_S1R4
Q96GS4,C17orf59,103898,43451,88655,49643
Q96GS6;Q96GS6-2;Q96GS6-3,ABHD17A,7910,7506,6530,0
Q96GV9,C5orf30,0,0,0,0
Q96GW9,MARS2,47090,16317,36352,16438
Q96GX2,ATXN7L3B,75723,102444,63818,40085
Q96GX5,MASTL,2990,5467,3656,7059
Q96GX9;S4R3D6;Q96GX9-3,APIP,340872,345389,256190,253749
Q96GY0;H0YAP0,ZC2HC1A,22049,35303,6408,35527
Q96GY3;K7EMY4,LIN37,0,0,3371,0
Q96GZ6-7;Q96GZ6-6;Q96GZ6-5;Q96GZ6-9;Q96GZ6;Q96GZ6-2,SLC41A3,0,0,0,0
Q96H20;Q96H20-2,SNF8,56384,51341,68826,39008
Q96H22;Q96H22-5;Q96H22-3;Q96H22-4;H3BMC7;Q96H22-2,CENPN,0,0,0,9237
Q96H35,RBM18,0,0,0,6596
Q96H55;Q96H55-3;Q96H55-4,MYO19,16916,2840,23809,0
Q96H79,ZC3HAV1L,7877,2461,0,19656
Q96HA1;Q96HA1-2;Q96HA1-3,POM121,27494,22963,29777,22904
Q96HA7;Q96HA7-2,TONSL,3716,3144,1921,3626
Q96HA8;Q96HA8-2;E5RIY9;E5RHC2,WDYHV1;PCDHB16,0,0,0,39354
Q96HC4;H0Y8Y3,PDLIM5,113950,169967,85268,45152
Q96HD1;Q96HD1-2,CRELD1,0,0,0,0
Q96HD9,ACY3,0,0,1538,1699
Q96HE7,ERO1L,443783,459968,385662,367466
Q96HE9;J3QR53,PRR11,12592,10694,4271,0
Q96HH6;Q96HH6-2;F8VRE8;H0YHY1;H0YIS8;F8VS20,TMEM19,0,0,0,0
Q96HJ5;Q96HJ5-2;E9PRW8;Q96HJ5-3,MS4A3,0,0,0,0
Q96HJ9,C7orf55,8728,0,0,0
Q96HL8;Q96HL8-2;H7C499;H7C1B8;Q96HL8-5;Q96HL8-4;Q96HL8-3,SH3YL1,0,0,0,5325
Q96HM7;A0A0E3D6L9;F8VUD2,PCED1B,12250,9888,6933,9779
Q96HN2;Q96HN2-2,AHCYL2,0,12692,16406,7517
Q96HQ2;Q96HQ2-2,CDKN2AIPNL,110102,139022,139859,56346
Q96HR3;Q96HR3-2,MED30,36241,109473,23773,0
Q96HR8-2;Q96HR8,NAF1,40887,90620,30865,14937
Q96HR9,REEP6,0,0,0,0
Q96HS1;Q96HS1-2,PGAM5,474251,451288,452353,398426
Q96HV5,TMEM41A,0,0,0,3863
Q96HW7;Q96HW7-2,INTS4,63550,84931,51895,64820
Q96HY6;A0A0A0MRX2;Q96HY6-2,DDRGK1,113831,95662,100817,58270
Q96HY7,DHTKD1,34810,75209,38863,65677
Q96I15;Q96I15-2,SCLY,0,0,4161,0
Q96I23,PYURF,0,0,0,0
Q96I24,FUBP3,448328,350027,332973,249743
Q96I25;Q5W011;Q5W010,RBM17,420590,448655,267081,237678
Q96I51;Q96I51-3;Q96I51-2,WBSCR16,35104,57255,30110,38273
Q96I59;Q96I59-2,NARS2,53424,90135,69446,119251
Q96I99;Q96I99-2;E9PDQ8,SUCLG2,999173,851133,903083,437783
Q96II8;Q96II8-2;Q96II8-3;Q96II8-4;E9PD99,LRCH3,111254,139216,113001,131633
Q96IJ6;Q96IJ6-2;A0A087WUI8;F8WD54,GMPPA,246494,344728,234643,190994
Q96IK0,TMEM101,0,0,0,8631
Q96IK1;Q96IK1-2,BOD1,11627,0,0,0
Q96IQ9-2;Q96IQ9,ZNF414,4567,16812,2398,0
Q96IR2,ZNF845,0,0,0,0
Q96IR7,HPDL,17567,36341,0,21310
Q96IU4;F8W9U3;B4DQI4,ABHD14B,1014449,1010740,1393568,711231
Q96IV0;Q96IV0-5;Q96IV0-3,NGLY1,13128,32466,26757,36047
Q96IW2;M0QYZ4,SHD,0,0,0,0
Q96IX5,USMG5,759639,733398,1117098,683448
Q96IY1,NSL1,185638,180529,210591,53446
Q96IZ0,PAWR,17726,12169,22410,3292
Q96IZ7;Q96IZ7-2;H7C5Q0;C9J713,RSRC1,58982,50514,34869,11060
Q96J01;Q96J01-2,THOC3,212146,326268,249736,178638
Q96J02;Q96J02-2;Q96J02-3,ITCH,64805,66537,64378,64676
Q96J88-2;Q96J88;Q96J88-3,EPSTI1,2454,0,1752,819
Q96JB2,COG3,33680,37556,24982,20180
Q96JB5;J3QQY1,CDK5RAP3,335531,256921,249804,190095
Q96JC1;Q96JC1-2,VPS39,51454,76282,58470,55286
Q96JC9,EAF1,19932,5978,13125,0
Q96JG6;Q96JG6-3,CCDC132,48139,58145,40464,47869
Q96JH7,VCPIP1,54334,74936,53390,59940
Q96JI7;Q96JI7-3;C4B7M2;Q96JI7-2,SPG11,9111,15565,16123,6606
Q96JJ7;Q96JJ7-2,TMX3,81131,77718,103338,58928
Q96JK2;Q96JK2-3;Q96JK2-2,DCAF5,15669,6142,9299,3054
Q96JM3,CHAMP1,113820,104046,96456,96202
Q96JM7-2;Q96JM7,L3MBTL3,12332,0,5701,11434
Q96JQ2,CLMN,58,0,2378,3570
Q96JT2,SLC45A3,0,0,0,0
Q96JX3,SERAC1,0,0,2616,1409
Q96JY6;Q96JY6-5;Q96JY6-3;C9JS55;Q96JY6-4;C9JSR2;C9K0F0,PDLIM2,40101,65772,77808,62528
Q96JZ2;Q96JZ2-2;K7EP18,HSH2D,154465,38425,75937,23409
Q96K12,FAR2,0,0,0,2142
Q96K17;E9PL10;Q96K17-2,BTF3L4,1206349,671683,1074500,493230
Q96K19;Q96K19-2;Q96K19-6,RNF170,5544,0,8364,0
Q96K21-2,ZFYVE19,22802,12626,15267,9205
Q96K37;H7C1I0;Q96K37-2,SLC35E1,61348,40571,73069,65348
Q96K49-2;Q96K49;H7C1G1;H7C0B3,TMEM87B,0,12366,11851,9263
Q96K58-2;Q96K58,ZNF668,37165,0,27769,7357
Q96K76-4;Q96K76;Q96K76-2,USP47,99334,110611,77172,73752
Q96KA5;Q96KA5-2;G5E9Z2,CLPTM1L,8409,17505,0,11136
Q96KB5;Q96KB5-2;E5RFX4,PBK,49912,170910,32688,56424
Q96KC2,ARL5B,0,0,0,0
Q96KC8,DNAJC1,20727,43892,7502,13497
Q96KF7;V9GYL2;V9GYF9,SMIM8,14899,0,43131,0
Q96KG7;Q96KG7-2,MEGF10,0,7932,0,0
Q96KM6,ZNF512B,0,3419,2542,9186
Q96KN1,FAM84B,0,0,0,0
Q96KN2;J3KRP0,CNDP1,0,0,3318,0
Q96KP1,EXOC2,65627,103640,71749,58328
Q96KP4;Q96KP4-2;J3QKT2,CNDP2,3929447,5090774,3806153,2078813
Q96KP6,TNIP3,0,0,0,0
Q96KP6-3;Q96KP6-2,TNIP3,0,6552,14177,0
Q96KQ7-2;A2ABF8;Q96KQ7;A2ABF9,EHMT2,21328,26536,19759,13490
Q96KR1,ZFR,125874,84536,105402,63078
Q96KR6,FAM210B,0,0,0,0
Q96L08;Q96L08-2;A0A087WVN2;Q96L08-3,SUSD3,0,0,0,0
Q96L50,LRR1,20043,29369,28988,17452
Q96L58,B3GALT6,0,0,3465,3151
Q96L73;Q96L73-2;Q96L73-3,NSD1,1299,494,415,546
Q96L91;Q96L91-5;Q96L91-2;Q96L91-3;Q96L91-4,EP400,23512,18122,21237,18335
Q96L92;Q96L92-3;Q96L92-2;A0A0C4DFU6,SNX27,131722,152625,97948,67653
Q96L93;Q96L93-4;Q96L93-6;Q96L93-2;Q96L93-5,KIF16B,0,0,0,12958
Q96LA5,FCRL2,13257,8373,5352,6252
Q96LA6;Q96LA6-2;Q96LA6-3;Q96LA6-4,FCRL1,3631,0,3095,4153
Q96LA8;Q96LA8-2,PRMT6,5002,5697,4785,5180
Q96LB3;Q96LB3-2;E5RH29;E5RGX6;E5RIF0;E5RJK3,IFT74,4070,0,0,0
Q96LC7;Q96LC7-3;Q96LC7-9;Q96LC7-6;Q96LC7-7;Q96LC7-2;Q96LC7-4;E9PL79;Q96LC7-8,SIGLEC10,0,0,0,0
Q96LC9;Q96LC9-2,BMF,0,0,11931,0
Q96LD4;Q96LD4-2,TRIM47,0,0,0,0
Q96LJ7,DHRS1,47785,8818,108504,73929
Q96LJ8,UBXN10,0,0,0,0
Q96LL9,DNAJC30,0,7687,0,7144
Q96LR5;Q969T4;R4GND1,UBE2E2;UBE2E3,33787,76182,42148,44073
Q96LT7,C9orf72,0,0,9233,0
Q96LT9;Q96LT9-2,RNPC3,14549,9410,15222,12407
Q96LW7-2;Q96LW7,C9orf89,24530,0,29058,44209
Q96LZ7;Q96LZ7-4;H7C2J3,RMDN2,15835,0,12915,21749
Q96M27;Q96M27-3;Q96M27-2;Q96M27-5,PRRC1,124078,227031,63337,106401
Q96MC6,HIAT1,0,0,0,12670
Q96ME1-4,FBXL18,28212,42739,22814,18381
Q96MF6;H0YHF1;Q96MF6-3;Q96MF6-2;H0YHW3,COQ10A,0,0,0,0
Q96MG7,NDNL2,12895,89833,16988,33535
Q96MG8;F5H1M8;Q96MG8-2,PCMTD1,5401,0,6830,4791
Q96MH2,HEXIM2,7345,0,0,0
Q96MH6;E5RHU1;E5RGT2;Q96MH6-2;E5RJN2;E5RJI9,TMEM68,7813,5528,7419,13100
Q96MK2,FAM65C,294,7382,721,2683
Q96MN5;X6R7X0;Q96MN5-2,TCEANC2,41147,17902,21221,39967
Q96MT3;F8VUG8,PRICKLE1,0,0,0,2466
Q96MT8-2;Q96MT8-3;Q96MT8-4,CEP63,0,0,0,39497
Q96MW5;H3BQV3,COG8,26236,33522,7179,10098
Q96MW7,TIGD1,0,0,0,2278
Q96MX3;A0A087WVT1,ZNF48,7198,5399,5052,4777
Q96N11;Q96N11-2,C7orf26,19817,35604,23618,21873
Q96N16;Q96N16-7;Q96N16-6,JAKMIP1,0,0,24617,0
Q96N21,ENTHD2,7933,2679,3876,0
Q96N46;Q96N46-3;Q96N46-2;C9J974,TTC14,0,0,0,0
Q96N64;Q96N64-3;Q96N64-2,PWWP2A,2504,1753,1967,1681
Q96N66;Q96N66-2;Q96N66-3;A9C4B8,MBOAT7,17471,0,15798,5695
Q96N67-2;Q96N67-4,DOCK7,2802,2269,2496,1227
Q96N96-6;Q96N96;J3KQJ8;A0A0A0MRY4;Q96N96-2;E9PFR9,SPATA13,2078,2363,0,2479
Q96NA2;I3L1U0,RILP,0,0,0,0
Q96NB2,SFXN2,0,9024,12825,38678
Q96NB3,ZNF830,59104,79564,48615,49392
Q96NC0;R4GNG8,ZMAT2,89733,189150,133210,67717
Q96NL6;Q96NL6-2,SCLT1,20017,9654,11226,6719
Q96NL8,C8orf37,0,0,0,2519
Q96NT0;F8WCZ3;B8ZZ99,CCDC115,316391,178205,319364,141422
Q96NT1,NAP1L5,6191,10089,9028,4229
Q96NT5;Q96NT5-2,SLC46A1,0,6579,5433,3897
Q96NW4,ANKRD27,11538,30456,5993,7966
Q96P11-2,NSUN5,185755,154589,221965,189385
Q96P16;A0A0C4DGQ6;Q96P16-3,RPRD1A,42995,58316,45517,51352
Q96P20;Q96P20-6;Q96P20-5;Q96P20-4;Q96P20-2;Q96P20-3,NLRP3,0,0,0,0
Q96P31;Q96P31-3;Q96P31-7;Q96P31-6,FCRL3,1450100,1104530,1471380,356213
Q96P47;Q96P47-2;Q96P47-4;Q96P47-5;C9J975;H0Y873;Q96P47-3;Q96P47-6,AGAP3,0,0,0,0
Q96P48;Q96P48-3;Q96P48-4;Q96P48-1;E7EU13;Q96P48-2;Q96P48-7;A0A0A0MSJ2;Q96P48-5,ARAP1,121736,124402,89659,80256
Q96P53,WDFY2,0,3711,37429,0
Q96P63-2;Q96P63,SERPINB12,0,0,0,0
Q96P70,IPO9,429382,321808,283283,243842
Q96PD4,IL17F,0,0,0,0
Q96PD5;Q96PD5-2,PGLYRP2,0,0,620,0
Q96PE3-3;Q96PE3;Q96PE3-2;Q96PE3-4,INPP4A,1752,1515,1399,2779
Q96PE7;H7BZS7,MCEE,50376,49889,42956,31213
Q96PK6,RBM14,1532646,1403452,1290446,873388
Q96PM5;Q96PM5-6;Q96PM5-2;Q96PM5-3;Q96PM5-4;Q96PM5-7;Q96PM5-8,RCHY1,21690,17630,9583,6775
Q96PM9;Q96PM9-1;Q96PM9-3;F8VRY0;H0YI55;Q96PM9-2,ZNF385A;SOX6,2693,0,4283,0
Q96PP8;Q96PP8-2;E7ETN8,GBP5,36075,51351,45325,41933
Q96PP9,GBP4,91233,105110,88899,98012
Q96PQ7;Q96PQ7-4;Q96PQ7-6;Q96PQ7-2;Q96PQ7-3;Q96PQ7-5,KLHL5,0,0,0,0
Q96PU4;Q96PU4-2,UHRF2,29160,31154,23586,55254
Q96PU5;Q96PU5-5;Q96PU5-3;Q96PU5-2;Q96PU5-6;Q96PU5-7;K7ERN1;Q96PU5-9;Q96PU5-4,NEDD4L;ZNF227,0,668,0,0
Q96PU8;Q96PU8-9;Q96PU8-8;Q96PU8-6;Q96PU8-3;Q96PU8-5;H0YG47,QKI,285420,195745,206349,261328
Q96PV6-2,LENG8,8848,13455,12694,22421
Q96PY5-3;Q96PY5;C9IZY8,FMNL2,0,0,2037,0
Q96PY6;Q96PY6-2;Q96PY6-6;Q96PY6-3;Q96PY6-4;Q96PY6-5,NEK1,0,0,0,1276
Q96PZ0;E7EUH7,PUS7,117356,73748,83489,40544
Q96PZ2,FAM111A,56042,29771,75029,45640
Q96Q05;Q96Q05-3;Q96Q05-2;H0YBR0,TRAPPC9,42954,24858,20402,26531
Q96Q07;Q96Q07-3;Q96Q07-2;H7C5Z6;A0A0A0MSF4;A0A0A0MSF2,BTBD9,0,0,0,0
Q96Q11;Q96Q11-2,TRNT1,246308,236398,171780,174534
Q96Q15;J3KRA9;Q96Q15-2;Q96Q15-3;Q96Q15-4,SMG1,8326,12283,9041,12594
Q96Q27-2;Q96Q27;G3V2Z2,ASB2,15409,46551,8310,3019
Q96Q42,ALS2,0,0,0,0
Q96Q80,DERL3,2629,0,0,2870
Q96Q83;E9PSA5,ALKBH3,0,13081,15448,0
Q96Q89;Q96Q89-3;Q96Q89-2,KIF20B,3081,1709,2162,1552
Q96QA5,GSDMA,0,0,0,0
Q96QC0,PPP1R10,53631,56826,47313,41961
Q96QD8;Q96QD8-2,SLC38A2,16343,0,0,0
Q96QD9,FYTTD1,51450,69331,0,48664
Q96QE2,SLC2A13,0,0,0,0
Q96QE3;A0A075B754;Q96QE3-2,ATAD5,6644,1857,4889,4384
Q96QE5;J3KTG7;Q96QE5-4,TEFM,17240,0,7283,20960
Q96QF0;Q96QF0-8;Q96QF0-2;H3BNG1;F8VTR6;H0YD03;H0YI02;J3KPG1;Q96QF0-3;Q96QF0-4,RAB3IP,8241,8776,6257,0
Q96QG7;Q96QG7-2,MTMR9,22159,26964,20025,27073
Q96QH2,PRAM1,0,452,0,0
Q96QH2-2,PRAM1,209,307,119,326
Q96QK1,VPS35,793812,648920,533428,493777
Q96QR1,SCGB3A1,0,0,0,0
Q96QR8,PURB,89786,121532,89467,65002
Q96QT6;Q96QT6-4,PHF12,0,11246,0,5082
Q96QU8;Q96QU8-2,XPO6,35084,22039,28530,23680
Q96R05,RBP7,0,0,0,0
Q96R06,SPAG5,15960,7365,14280,4903
Q96RD7;Q96RD7-2,PANX1,0,0,0,3049
Q96RD9;Q96RD9-3;Q96RD9-4,FCRL5,323,0,0,1004
Q96RE7,NACC1,107815,80913,88497,36286
Q96RF0-2;Q96RF0;Q96RF0-3,SNX18,138252,106336,322981,133559
Q96RG2;Q96RG2-2,PASK,5097,12376,10356,27480
Q96RI0,F2RL3,0,0,0,0
Q96RJ3;Q96RJ3-2,TNFRSF13C,0,0,0,0
Q96RL1;Q96RL1-3;Q96RL1-2,UIMC1,42756,16714,28365,14822
Q96RL7;Q96RL7-3,VPS13A,4366,6142,4649,14437
Q96RN5;Q96RN5-3;Q96RN5-2;G3V1P5,MED15,44196,45339,35518,64436
Q96RP9;C9IZ01;F8WAU4,GFM1,7191,12883,0,12710
Q96RP9-2,GFM1,297446,250600,317517,153076
Q96RQ3;E9PHF7;F5GYT8;E9PG35;G5E9X5,MCCC1,125051,141437,132386,81959
Q96RQ9;Q96RQ9-2,IL4I1,424597,216063,209093,302084
Q96RR1;Q96RR1-2;Q96RR1-3,PEO1,0,0,0,0
Q96RR4;Q96RR4-3;Q96RR4-2;Q96RR4-7;Q96RR4-6;Q96RR4-5;Q96RR4-4;F5GZ00,CAMKK2;KIF18B,9903,12536,19326,7661
Q96RS0,TGS1,22893,22162,12474,24290
Q96RS6;Q96RS6-2;Q96RS6-3,NUDCD1,172099,226201,147442,162074
Q96RT1;Q96RT1-8;Q96RT1-7;Q96RT1-6;Q96RT1-4;Q96RT1-5;Q96RT1-3;Q96RT1-9;Q96RT1-2,ERBB2IP,32676,24909,19372,6438
Q96RT7;Q96RT7-3;Q96RT7-2,TUBGCP6,15152,11036,4223,6745
Q96RU2-2;Q96RU2;B4E3L3;G3V1N5;Q96RU2-3,USP28,34113,21442,22897,17308
Q96RU3;Q96RU3-3;Q96RU3-5;Q96RU3-2;Q96RU3-4;H0Y7W6,FNBP1,1196107,840000,993494,337590
Q96S06,LMF1,0,0,0,0
Q96S15-2;Q96S15,WDR24,5182,6712,5448,0
Q96S19;A0A087WYU2;Q96S19-3;Q96S19-5;H3BNB2;Q96S19-6;H3BS73;Q96S19-2,C16orf13,183811,132740,97203,76354
Q96S38;Q96S38-2;F6RJM5;A0A087X1U5;F5H7T0,RPS6KC1,3217,2317,3101,0
Q96S44,TP53RK,455605,661219,471868,291219
Q96S52;Q96S52-2,PIGS,34303,9212,23797,44892
Q96S55;Q96S55-2;Q96S55-3,WRNIP1,68553,48799,45074,38395
Q96S59;Q96S59-2;Q96S59-3,RANBP9,43883,46223,46829,28124
Q96S65,CSRNP1,0,0,0,0
Q96S66;Q96S66-2;Q96S66-3;Q96S66-4,CLCC1,0,6273,3345,3936
Q96S82;H3BV23;H3BUV9,UBL7,83321,78706,56628,94133
Q96S94;F2Z3J5;Q96S94-2,CCNL2,26304,23300,14762,20426
Q96S97;C9JZL8;C9J5M0;C9JC07,MYADM,31485,32162,34263,17129
Q96S99;K7ELB8,PLEKHF1,394818,232544,157473,136975
Q96SB4,SRPK1,162718,108052,103546,44569
Q96SB8;Q96SB8-2;C9JMN1,SMC6,39572,50131,47081,57337
Q96SD1;Q96SD1-2;Q96SD1-3;B3KSJ7,DCLRE1C,0,0,0,0
Q96SI1;Q96SI1-2;K7EM48;K7EN63,KCTD15,0,0,0,0
Q96SI9;Q96SI9-2,STRBP,905841,745027,963708,613559
Q96SK2;Q96SK2-2;Q96SK2-3,TMEM209,20482,29715,7598,33481
Q96SL4,GPX7,71439,361604,244606,291303
Q96SN8;Q96SN8-4;Q96SN8-3;Q96SN8-2;B1AMJ5,CDK5RAP2,6617,9904,3311,6139
Q96SQ9;Q96SQ9-2,CYP2S1,1998,0,745,1450
Q96ST2;Q96ST2-3,IWS1,111084,94023,79152,76320
Q96ST3,SIN3A,129089,101267,112719,91596
Q96SU4;Q96SU4-7;Q96SU4-2;Q96SU4-6;Q96SU4-3;Q96SU4-5;Q96SU4-4,OSBPL9,66032,79910,64807,46902
Q96SW2;Q96SW2-2;J3QT87,CRBN,25221,15757,21352,6101
Q96SY0;B4DVT3;B4DJL6;Q96SY0-4;Q96SY0-3;H3BRY6,VWA9,62736,77451,71303,69405
Q96SZ5,ADO,118222,220355,95941,83165
Q96SZ6;Q96SZ6-3;Q96SZ6-2;Q96SZ6-6;Q96SZ6-4;Q96SZ6-5,CDK5RAP1,28438,26988,41693,3730
Q96T23;Q96T23-2;H0YER1;Q96T23-3;H0YCN2,RSF1,26879,30446,28228,28371
Q96T49;Q96T49-2,PPP1R16B,126453,104674,94531,19152
Q96T51;Q96T51-2,RUFY1,322299,305288,275865,168106
Q96T58,SPEN,17758,8263,16289,11308
Q96T60;M0QYH2;A0A0D9SFL2;Q96T60-2;M0QYI1,PNKP,193384,135821,126125,104931
Q96T66;Q96T66-2;Q96T66-3,NMNAT3,3282,0,0,0
Q96T76;Q96T76-8;Q96T76-9;Q96T76-5,MMS19,227793,247998,179827,142646
Q96TA1;Q96TA1-2,FAM129B,0,0,0,0
Q96TA2;Q96TA2-3;Q96TA2-2;Q96I63,YME1L1,24553,39201,35657,37767
Q96TC7;H0YMB1;Q96TC7-2,RMDN3,88921,69707,65266,139917
Q99062;Q99062-3;Q99062-4;H0YE86,CSF3R,0,0,0,0
Q99081;Q99081-3;B4DGI9;Q99081-4;B4DZP2;H0YNP8,TCF12,7062,4441,2567,1830
Q99426;Q99426-2;K7EP07;K7EK42,TBCB,479026,468744,386438,317459
Q99435-3;Q99435;F8VVB6;Q99435-4;Q99435-2;F8W1A2,NELL2,0,0,0,0
Q99436,PSMB7,535563,1160001,307966,290534
Q99442;F8WF48;F8WCJ7,SEC62,23400,128697,91489,65629
Q99447;Q99447-3;I3L1R7;Q99447-2;I3L2Q1;I3L1L9,PCYT2,198917,178993,147427,67779
Q99453,PHOX2B,0,627993,33750,0
Q99459,CDC5L,379627,340575,346458,233413
Q99460;A0A087WW66;Q99460-2,PSMD1,746650,756600,520848,438057
Q99466,NOTCH4,1184,840,0,0
Q99467,CD180,28509,56336,48078,102110
Q99470,SDF2,44492,33880,29239,6770
Q99471;H3BPF6;Q99471-3;H3BMQ1,PFDN5,1199194,1616095,947281,684176
Q99487,PAFAH2,1801,3762,4405,0
Q99490-2;Q99490;J3KNM6;F8VVT9,AGAP2,49315,56194,44251,23576
Q99496;Q99496-2;X6RFN3,RNF2,110380,121473,100599,111586
Q99497;K7ELW0;K7EN27,PARK7,14343869,15373457,13046479,4841158
Q99504;Q99504-5;Q99504-4;Q99504-3;Q99504-2;B1APR7,EYA3,10583,11563,9343,5559
Q99519;E9PIF4,NEU1,13186,9383,7373,3962
Q99523;Q99523-2,SORT1,0,0,0,0
Q99536;Q99536-3;Q99536-2,VAT1,259794,365416,364265,326658
Q99538;Q99538-2;Q99538-3,LGMN,11301,6255,332,8166
Q99541,PLIN2,215,2693,220,8041
Q99543;Q99543-2,DNAJC2,89348,129103,98674,57434
Q99549;Q99549-2,MPHOSPH8,19633,47383,22294,45800
Q99567;J3KMX1,NUP88,222963,154810,167751,91246
Q99570,PIK3R4,77440,86693,73328,72137
Q99571;Q99571-2;F6SFZ6;Q99571-3,P2RX4,0,0,0,0
Q99572;Q99572-8;Q99572-4;Q99572-6,P2RX7,0,0,0,4526
Q99574;H7C5T9,SERPINI1,0,0,0,0
Q99575,POP1,82808,88424,81088,77915
Q99576,TSC22D3,0,0,0,0
Q99576-3;E7EWD5;Q5JRJ0;Q99576-4;Q5JRJ2,TSC22D3,0,0,16529,0
Q99583,MNT,5734,0,0,2928
Q99584,S100A13,26047,29973,8591,9606
Q99590,SCAF11,28419,34896,30721,14708
Q99595,TIMM17A,0,2325,0,4127
Q99598;C4P0D8;C4P0D4;Q5VVQ1,TSNAX;DISC1,741630,1143044,899844,488511
Q99607,ELF4,0,0,0,0
Q99611;J3KR58,SEPHS2,95888,111324,81317,72277
Q99612;Q99612-3;Q99612-2,KLF6,0,0,0,0
Q99613;B5ME19;Q99613-2,EIF3C;EIF3CL,789791,796423,708312,458031
Q99614,TTC1,609536,430872,490681,467164
Q99615;Q99615-2;K7ESP1,DNAJC7,241833,441310,260860,239380
Q99618;J3KMY0;F5GX58;F8WDL1,CDCA3,17654,33553,53146,21554
Q99622;U3KQ85;F5GXW5;U3KQ07,C12orf57,0,50009,16971,22920
Q99627;E9PGT6;Q99627-2,COPS8,342618,339636,285758,214963
Q99633;Q5T9P7;Q5T9P8;M0R3G1,PRPF18;LOC101928524,32958,41666,40844,20612
Q99638;F5H492;F5H4F1,RAD9A,0,0,0,0
Q99640;Q99640-3;A6NHV6;Q99640-2;I3L136,PKMYT1,9520,15113,10194,16428
Q99643;Q99643-3;Q99643-5,SDHC,162886,129895,88400,140486
Q99653;H0YNG9,CHP1,121028,12277,126127,127868
Q99661;Q99661-2,KIF2C,95647,178640,98352,96393
Q99665;A0A0A0MTN7;Q99665-2;Q99665-3,IL12RB2,0,0,0,0
Q99674-5;Q99674;Q99674-4,CGREF1,0,0,0,0
Q99683,MAP3K5,4904,5011,1652,1349
Q99684,GFI1,0,0,0,0
Q99689,FEZ1,0,0,0,0
Q99698;Q99698-2,LYST,3879,3331,5624,9418
Q99700;V9GY86;Q99700-4;H0YH87;F8VQP2;Q99700-2;F8WB06;Q99700-5,ATXN2,17778,13988,12153,3588
Q99704;Q99704-3,DOK1,117967,128462,89867,43121
Q99707;Q99707-2;B1ANE3,MTR,15343,13118,5374,5473
Q99712;E7EPG3,KCNJ15,0,0,0,0
Q99714;Q99714-2;Q5H928,HSD17B10,4691257,4446501,4090131,2925763
Q99715;D6RGG3;Q99715-4,COL12A1,7657,5643,7106,3032
Q99717,SMAD5,0,0,0,0
Q99719,5-Sep,0,0,0,0
Q99720;Q99720-5;Q99720-3;Q99720-2;Q5T1J1,SIGMAR1,16089,16620,0,0
Q99728;Q99728-2;Q99728-3,BARD1,7963,4558,11614,9141
Q99729-3;D6R9P3;D6RD18;D6RBZ0;A0A087WZV1;Q99729-2;Q99729-4;Q99729,HNRNPAB,3093436,2900990,2449074,2120239
Q99733;Q99733-2;C9JZI7;C9J6D1;E9PS34;E9PNJ7;A8MXH2;E9PKT8,NAP1L4,3246001,1888519,2386041,956328
Q99735;Q99735-2,MGST2,8584,10804,16171,10686
Q99741;J3QLN7,CDC6,0,2091,0,0
Q99747;Q99747-2,NAPG,207319,198093,245565,123524
Q99757;M0QXH0,TXN2,431679,389163,386248,139050
Q99766;Q8WXQ4,ATP5S,37522,148211,109343,38920
Q99767;Q99767-2,APBA2,0,0,0,0
Q99795,GPA33,0,11898,0,0
Q99797,MIPEP,99514,71642,42945,68096
Q99798;A2A274,ACO2,2483728,2773632,2661584,1319483
Q99805,TM9SF2,141188,104884,121365,85968
Q99808;Q99808-2,SLC29A1,34842,14964,31996,18620
Q99816;F5H442;Q99816-2,TSG101,216383,240155,149738,129200
Q99828;Q99828-2,CIB1,155822,131170,179484,87852
Q99829;B0QZ18;F2Z2V0;A6PVH9;E7ENH5;Q5JX58;Q5JX59;Q5JX60;Q5JX44;Q5JX56;Q5JX45;Q5JX55,CPNE1,1024013,1276983,845143,879057
Q99832;Q99832-3;Q99832-4;Q99832-2,CCT7,4613557,4532809,3181673,2655201
Q99836;Q99836-6;A0A0A0MS70;H0Y4G9;A0A0A0MST0;Q99836-5;Q99836-2;A0A0A0MSI9;Q99836-3,MYD88,144797,146759,105492,83068
Q99848;H7C2Q8,EBNA1BP2,693368,618451,488048,586297
Q99856;K7EJ04,ARID3A,9274,20019,4937,9972
Q9BPZ2;Q99865;Q5JZB8;Q5JZB7;A0A087X074,SPIN2B;SPIN2A,0,0,0,0
Q99871;Q99871-3;Q99871-2,HAUS7,19212,30826,0,614
Q99873-4;Q99873;H7C2I1;Q99873-3;Q99873-2;E9PKG1;A0A087X1W2;E9PIX6;E9PQ98,PRMT1,2288992,2488791,1857780,1316160
Q99879,HIST1H2BM,0,0,0,0
Q99941;Q99941-2,ATF6B,0,1558,0,1597
Q99942,RNF5,0,0,0,0
Q99943,AGPAT1,12275,6829,19660,12839
Q99952;E7EMB8,PTPN18,20820,22760,13635,6845
Q99959;Q99959-2;B8QGS9,PKP2,16529,0,0,0
Q99961;Q99961-3;Q99961-2;M0R0I3,SH3GL1,262186,324784,226880,119756
Q99969;C9J8S2,RARRES2,0,0,0,0
Q99973;Q99973-2;G3V5X7;G3V470,TEP1,15876,13007,15762,11316
Q99986;H0YJ50,VRK1,241294,323616,238739,177396
